vehicle_type,Maker,year,quarter,year_quarter,registrations,registrations_last_quarter,QoQ_growth_%
3W,TPS INFRASTRUCTURE LTD,2024,2,2024-Q2,5,7,28.57
3W,TPS INFRASTRUCTURE LTD,2024,3,2024-Q3,6,5,20
3W,TPS INFRASTRUCTURE LTD,2024,4,2024-Q4,11,6,83.33
3W,TPS INFRASTRUCTURE LTD.,2024,1,2024-Q1,3,,
3W,TPS INFRASTRUCTURE LTD.,2024,2,2024-Q2,0,3,100
3W,TPS INFRASTRUCTURE LTD.,2024,3,2024-Q3,0,0,
3W,TPS INFRASTRUCTURE LTD.,2024,4,2024-Q4,0,0,
3W,TRACLAXX TRACTORS PVT LTD,2024,1,2024-Q1,0,,
3W,TRACLAXX TRACTORS PVT LTD,2024,2,2024-Q2,1,0,
3W,TRACLAXX TRACTORS PVT LTD,2024,3,2024-Q3,0,1,100
3W,TRACLAXX TRACTORS PVT LTD,2024,4,2024-Q4,1,0,
3W,TRACTOR VANDANA GREEN,2024,1,2024-Q1,0,,
3W,TRACTOR VANDANA GREEN,2024,2,2024-Q2,0,0,
3W,TRACTOR VANDANA GREEN,2024,3,2024-Q3,21,0,
3W,TRACTOR VANDANA GREEN,2024,4,2024-Q4,0,21,100
3W,TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,2024,1,2024-Q1,10,,
3W,TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,2024,2,2024-Q2,11,10,10
3W,TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,2024,3,2024-Q3,1,11,90.91
3W,TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,2024,4,2024-Q4,4,1,300
3W,TRANSPORT SOLUTIONS INDIA,2024,1,2024-Q1,0,,
3W,TRANSPORT SOLUTIONS INDIA,2024,2,2024-Q2,0,0,
3W,TRANSPORT SOLUTIONS INDIA,2024,3,2024-Q3,9,0,
3W,TRANSPORT SOLUTIONS INDIA,2024,4,2024-Q4,6,9,33.33
3W,TRATEC ENGINEERS PVT LTD,2024,1,2024-Q1,28,,
3W,TRATEC ENGINEERS PVT LTD,2024,2,2024-Q2,22,28,21.43
3W,TRATEC ENGINEERS PVT LTD,2024,3,2024-Q3,19,22,13.64
3W,TRATEC ENGINEERS PVT LTD,2024,4,2024-Q4,34,19,78.95
3W,TRATEC ENGINEERS PVT. LTD.,2024,1,2024-Q1,2,,
3W,TRATEC ENGINEERS PVT. LTD.,2024,2,2024-Q2,0,2,100
3W,TRATEC ENGINEERS PVT. LTD.,2024,3,2024-Q3,0,0,
3W,TRATEC ENGINEERS PVT. LTD.,2024,4,2024-Q4,0,0,
3W,TRATICO ENGINEERING INDIA PVT LTD,2024,1,2024-Q1,0,,
3W,TRATICO ENGINEERING INDIA PVT LTD,2024,2,2024-Q2,10,0,
3W,TRATICO ENGINEERING INDIA PVT LTD,2024,3,2024-Q3,8,10,20
3W,TRATICO ENGINEERING INDIA PVT LTD,2024,4,2024-Q4,4,8,50
3W,TRIMURTI AGRO INDUSTRIES,2024,1,2024-Q1,9,,
3W,TRIMURTI AGRO INDUSTRIES,2024,2,2024-Q2,2,9,77.78
3W,TRIMURTI AGRO INDUSTRIES,2024,3,2024-Q3,1,2,50
3W,TRIMURTI AGRO INDUSTRIES,2024,4,2024-Q4,3,1,200
3W,TRIMURTI INDUSTRIES,2024,1,2024-Q1,1,,
3W,TRIMURTI INDUSTRIES,2024,2,2024-Q2,2,1,100
3W,TRIMURTI INDUSTRIES,2024,3,2024-Q3,0,2,100
3W,TRIMURTI INDUSTRIES,2024,4,2024-Q4,0,0,
3W,TRIMURTI TRAILER,2024,1,2024-Q1,6,,
3W,TRIMURTI TRAILER,2024,2,2024-Q2,13,6,116.67
3W,TRIMURTI TRAILER,2024,3,2024-Q3,18,13,38.46
3W,TRIMURTI TRAILER,2024,4,2024-Q4,2,18,88.89
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2023,1,2023-Q1,0,,
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2023,2,2023-Q2,2,0,
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2023,3,2023-Q3,10,2,400
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2023,4,2023-Q4,45,10,350
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2024,1,2024-Q1,42,45,6.67
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2024,2,2024-Q2,62,42,47.62
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2024,3,2024-Q3,56,62,9.68
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2024,4,2024-Q4,82,56,46.43
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2025,1,2025-Q1,35,82,57.32
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2025,2,2025-Q2,18,35,48.57
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2025,3,2025-Q3,95,18,427.78
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2025,4,2025-Q4,0,95,100
3W,TRISHIKA INDUSTRIES,2023,1,2023-Q1,279,,
3W,TRISHIKA INDUSTRIES,2023,2,2023-Q2,420,279,50.54
3W,TRISHIKA INDUSTRIES,2023,3,2023-Q3,377,420,10.24
3W,TRISHIKA INDUSTRIES,2023,4,2023-Q4,285,377,24.4
3W,TRISHIKA INDUSTRIES,2024,1,2024-Q1,192,285,32.63
3W,TRISHIKA INDUSTRIES,2024,2,2024-Q2,164,192,14.58
3W,TRISHIKA INDUSTRIES,2024,3,2024-Q3,112,164,31.71
3W,TRISHIKA INDUSTRIES,2024,4,2024-Q4,44,112,60.71
3W,TRISHIKA INDUSTRIES,2025,1,2025-Q1,22,44,50
3W,TRISHIKA INDUSTRIES,2025,2,2025-Q2,19,22,13.64
3W,TRISHIKA INDUSTRIES,2025,3,2025-Q3,49,19,157.89
3W,TRISHIKA INDUSTRIES,2025,4,2025-Q4,0,49,100
3W,TRISHUL TRACTORS PVT. LTD.,2024,1,2024-Q1,4,,
3W,TRISHUL TRACTORS PVT. LTD.,2024,2,2024-Q2,0,4,100
3W,TRISHUL TRACTORS PVT. LTD.,2024,3,2024-Q3,0,0,
3W,TRISHUL TRACTORS PVT. LTD.,2024,4,2024-Q4,7,0,
3W,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,2024,1,2024-Q1,218,,
3W,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,2024,2,2024-Q2,278,218,27.52
3W,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,2024,3,2024-Q3,291,278,4.68
3W,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,2024,4,2024-Q4,285,291,2.06
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2023,1,2023-Q1,0,,
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2023,2,2023-Q2,0,0,
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2023,3,2023-Q3,7,0,
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2023,4,2023-Q4,3,7,57.14
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2024,1,2024-Q1,0,3,100
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2024,2,2024-Q2,1,0,
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2024,3,2024-Q3,0,1,100
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2024,4,2024-Q4,4,0,
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2025,1,2025-Q1,2,4,50
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2025,2,2025-Q2,0,2,100
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2025,3,2025-Q3,2,0,
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2025,4,2025-Q4,0,2,100
3W,TRUZ INDUSTRIES,2023,1,2023-Q1,0,,
3W,TRUZ INDUSTRIES,2023,2,2023-Q2,0,0,
3W,TRUZ INDUSTRIES,2023,3,2023-Q3,0,0,
3W,TRUZ INDUSTRIES,2023,4,2023-Q4,3,0,
3W,TRUZ INDUSTRIES,2024,1,2024-Q1,2,3,33.33
3W,TRUZ INDUSTRIES,2024,2,2024-Q2,1,2,50
3W,TRUZ INDUSTRIES,2024,3,2024-Q3,2,1,100
3W,TRUZ INDUSTRIES,2024,4,2024-Q4,0,2,100
3W,TSM ENGINEERING PVT LTD,2023,1,2023-Q1,58,,
3W,TSM ENGINEERING PVT LTD,2023,2,2023-Q2,24,58,58.62
3W,TSM ENGINEERING PVT LTD,2023,3,2023-Q3,110,24,358.33
3W,TSM ENGINEERING PVT LTD,2023,4,2023-Q4,104,110,5.45
3W,TSM ENGINEERING PVT LTD,2024,1,2024-Q1,94,104,9.62
3W,TSM ENGINEERING PVT LTD,2024,2,2024-Q2,87,94,7.45
3W,TSM ENGINEERING PVT LTD,2024,3,2024-Q3,110,87,26.44
3W,TSM ENGINEERING PVT LTD,2024,4,2024-Q4,74,110,32.73
3W,TSM ENGINEERING PVT LTD,2025,1,2025-Q1,60,74,18.92
3W,TSM ENGINEERING PVT LTD,2025,2,2025-Q2,48,60,20
3W,TSM ENGINEERING PVT LTD,2025,3,2025-Q3,160,48,233.33
3W,TSM ENGINEERING PVT LTD,2025,4,2025-Q4,0,160,100
3W,TSR TRADE COM,2023,1,2023-Q1,14,,
3W,TSR TRADE COM,2023,2,2023-Q2,5,14,64.29
3W,TSR TRADE COM,2023,3,2023-Q3,4,5,20
3W,TSR TRADE COM,2023,4,2023-Q4,7,4,75
3W,TSR TRADE COM,2024,1,2024-Q1,2,7,71.43
3W,TSR TRADE COM,2024,2,2024-Q2,5,2,150
3W,TSR TRADE COM,2024,3,2024-Q3,4,5,20
3W,TSR TRADE COM,2024,4,2024-Q4,1,4,75
3W,TSR TRADE COM,2025,1,2025-Q1,0,1,100
3W,TSR TRADE COM,2025,2,2025-Q2,4,0,
3W,TSR TRADE COM,2025,3,2025-Q3,6,4,50
3W,TSR TRADE COM,2025,4,2025-Q4,0,6,100
3W,TUFAN MOTORS PVT LTD,2023,1,2023-Q1,170,,
3W,TUFAN MOTORS PVT LTD,2023,2,2023-Q2,191,170,12.35
3W,TUFAN MOTORS PVT LTD,2023,3,2023-Q3,273,191,42.93
3W,TUFAN MOTORS PVT LTD,2023,4,2023-Q4,353,273,29.3
3W,TUFAN MOTORS PVT LTD,2024,1,2024-Q1,236,353,33.14
3W,TUFAN MOTORS PVT LTD,2024,2,2024-Q2,161,236,31.78
3W,TUFAN MOTORS PVT LTD,2024,3,2024-Q3,254,161,57.76
3W,TUFAN MOTORS PVT LTD,2024,4,2024-Q4,165,254,35.04
3W,TUFAN MOTORS PVT LTD,2025,1,2025-Q1,181,165,9.7
3W,TUFAN MOTORS PVT LTD,2025,2,2025-Q2,187,181,3.31
3W,TUFAN MOTORS PVT LTD,2025,3,2025-Q3,522,187,179.14
3W,TUFAN MOTORS PVT LTD,2025,4,2025-Q4,0,522,100
3W,TULSI TRAILER,2024,1,2024-Q1,3,,
3W,TULSI TRAILER,2024,2,2024-Q2,2,3,33.33
3W,TULSI TRAILER,2024,3,2024-Q3,3,2,50
3W,TULSI TRAILER,2024,4,2024-Q4,1,3,66.67
3W,TUNWAL E MOTORS PVT LTD,2024,1,2024-Q1,10,,
3W,TUNWAL E MOTORS PVT LTD,2024,2,2024-Q2,5,10,50
3W,TUNWAL E MOTORS PVT LTD,2024,3,2024-Q3,1,5,80
3W,TUNWAL E MOTORS PVT LTD,2024,4,2024-Q4,0,1,100
3W,TVS MOTOR COMPANY LTD,2023,1,2023-Q1,0,,
3W,TVS MOTOR COMPANY LTD,2023,2,2023-Q2,0,0,
3W,TVS MOTOR COMPANY LTD,2023,3,2023-Q3,0,0,
3W,TVS MOTOR COMPANY LTD,2023,4,2023-Q4,0,0,
3W,TVS MOTOR COMPANY LTD,2024,1,2024-Q1,0,0,
3W,TVS MOTOR COMPANY LTD,2024,2,2024-Q2,0,0,
3W,TVS MOTOR COMPANY LTD,2024,3,2024-Q3,0,0,
3W,TVS MOTOR COMPANY LTD,2024,4,2024-Q4,0,0,
3W,TVS MOTOR COMPANY LTD,2025,1,2025-Q1,0,0,
3W,TVS MOTOR COMPANY LTD,2025,2,2025-Q2,0,0,
3W,TVS MOTOR COMPANY LTD,2025,3,2025-Q3,932,0,
3W,TVS MOTOR COMPANY LTD,2025,4,2025-Q4,0,932,100
3W,TWASHTRE AUTOMOTIVE PVT LTD,2023,1,2023-Q1,7,,
3W,TWASHTRE AUTOMOTIVE PVT LTD,2023,2,2023-Q2,2,7,71.43
3W,TWASHTRE AUTOMOTIVE PVT LTD,2023,3,2023-Q3,2,2,0
3W,TWASHTRE AUTOMOTIVE PVT LTD,2023,4,2023-Q4,0,2,100
3W,TWASHTRE AUTOMOTIVE PVT LTD,2024,1,2024-Q1,0,0,
3W,TWASHTRE AUTOMOTIVE PVT LTD,2024,2,2024-Q2,5,0,
3W,TWASHTRE AUTOMOTIVE PVT LTD,2024,3,2024-Q3,2,5,60
3W,TWASHTRE AUTOMOTIVE PVT LTD,2024,4,2024-Q4,1,2,50
3W,TWASHTRE AUTOMOTIVE PVT LTD,2025,1,2025-Q1,5,1,400
3W,TWASHTRE AUTOMOTIVE PVT LTD,2025,2,2025-Q2,15,5,200
3W,TWASHTRE AUTOMOTIVE PVT LTD,2025,3,2025-Q3,30,15,100
3W,TWASHTRE AUTOMOTIVE PVT LTD,2025,4,2025-Q4,0,30,100
3W,TWIN GREEN TECH PVT LTD,2024,1,2024-Q1,0,,
3W,TWIN GREEN TECH PVT LTD,2024,2,2024-Q2,1,0,
3W,TWIN GREEN TECH PVT LTD,2024,3,2024-Q3,0,1,100
3W,TWIN GREEN TECH PVT LTD,2024,4,2024-Q4,0,0,
3W,TWINKLE TRADCOM PVT LTD,2023,1,2023-Q1,308,,
3W,TWINKLE TRADCOM PVT LTD,2023,2,2023-Q2,446,308,44.81
3W,TWINKLE TRADCOM PVT LTD,2023,3,2023-Q3,380,446,14.8
3W,TWINKLE TRADCOM PVT LTD,2023,4,2023-Q4,371,380,2.37
3W,TWINKLE TRADCOM PVT LTD,2024,1,2024-Q1,234,371,36.93
3W,TWINKLE TRADCOM PVT LTD,2024,2,2024-Q2,133,234,43.16
3W,TWINKLE TRADCOM PVT LTD,2024,3,2024-Q3,392,133,194.74
3W,TWINKLE TRADCOM PVT LTD,2024,4,2024-Q4,807,392,105.87
3W,TWINKLE TRADCOM PVT LTD,2025,1,2025-Q1,727,807,9.91
3W,TWINKLE TRADCOM PVT LTD,2025,2,2025-Q2,361,727,50.34
3W,TWINKLE TRADCOM PVT LTD,2025,3,2025-Q3,229,361,36.57
3W,TWINKLE TRADCOM PVT LTD,2025,4,2025-Q4,0,229,100
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2023,1,2023-Q1,928,,
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2023,2,2023-Q2,1051,928,13.25
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2023,3,2023-Q3,928,1051,11.7
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2023,4,2023-Q4,941,928,1.4
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2024,1,2024-Q1,949,941,0.85
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2024,2,2024-Q2,733,949,22.76
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2024,3,2024-Q3,808,733,10.23
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2024,4,2024-Q4,848,808,4.95
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2025,1,2025-Q1,875,848,3.18
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2025,2,2025-Q2,796,875,9.03
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2025,3,2025-Q3,269,796,66.21
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2025,4,2025-Q4,0,269,100
3W,TYAGI AGROTECH COMPANY,2024,1,2024-Q1,0,,
3W,TYAGI AGROTECH COMPANY,2024,2,2024-Q2,0,0,
3W,TYAGI AGROTECH COMPANY,2024,3,2024-Q3,0,0,
3W,TYAGI AGROTECH COMPANY,2024,4,2024-Q4,1,0,
3W,TYST DRIVE INDIA PVT LTD,2024,1,2024-Q1,5,,
3W,TYST DRIVE INDIA PVT LTD,2024,2,2024-Q2,1,5,80
3W,TYST DRIVE INDIA PVT LTD,2024,3,2024-Q3,0,1,100
3W,TYST DRIVE INDIA PVT LTD,2024,4,2024-Q4,0,0,
3W,U P TELELINKS LIMITED,2023,1,2023-Q1,3,,
3W,U P TELELINKS LIMITED,2023,2,2023-Q2,0,3,100
3W,U P TELELINKS LIMITED,2023,3,2023-Q3,0,0,
3W,U P TELELINKS LIMITED,2023,4,2023-Q4,0,0,
3W,U.P. TELELINKS LIMITED,2023,1,2023-Q1,546,,
3W,U.P. TELELINKS LIMITED,2023,2,2023-Q2,533,546,2.38
3W,U.P. TELELINKS LIMITED,2023,3,2023-Q3,627,533,17.64
3W,U.P. TELELINKS LIMITED,2023,4,2023-Q4,732,627,16.75
3W,U.P. TELELINKS LIMITED,2024,1,2024-Q1,769,732,5.05
3W,U.P. TELELINKS LIMITED,2024,2,2024-Q2,730,769,5.07
3W,U.P. TELELINKS LIMITED,2024,3,2024-Q3,763,730,4.52
3W,U.P. TELELINKS LIMITED,2024,4,2024-Q4,648,763,15.07
3W,U.P. TELELINKS LIMITED,2025,1,2025-Q1,577,648,10.96
3W,U.P. TELELINKS LIMITED,2025,2,2025-Q2,838,577,45.23
3W,U.P. TELELINKS LIMITED,2025,3,2025-Q3,338,838,59.67
3W,U.P. TELELINKS LIMITED,2025,4,2025-Q4,0,338,100
3W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,2024,1,2024-Q1,52,,
3W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,2024,2,2024-Q2,63,52,21.15
3W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,2024,3,2024-Q3,150,63,138.1
3W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,2024,4,2024-Q4,143,150,4.67
3W,UMA  AUTO INDUSTRIES PVT. LTD,2023,1,2023-Q1,11,,
3W,UMA  AUTO INDUSTRIES PVT. LTD,2023,2,2023-Q2,41,11,272.73
3W,UMA  AUTO INDUSTRIES PVT. LTD,2023,3,2023-Q3,41,41,0
3W,UMA  AUTO INDUSTRIES PVT. LTD,2023,4,2023-Q4,44,41,7.32
3W,UMA  AUTO INDUSTRIES PVT. LTD,2024,1,2024-Q1,30,44,31.82
3W,UMA  AUTO INDUSTRIES PVT. LTD,2024,2,2024-Q2,20,30,33.33
3W,UMA  AUTO INDUSTRIES PVT. LTD,2024,3,2024-Q3,8,20,60
3W,UMA  AUTO INDUSTRIES PVT. LTD,2024,4,2024-Q4,9,8,12.5
3W,UMA  AUTO INDUSTRIES PVT. LTD,2025,1,2025-Q1,8,9,11.11
3W,UMA  AUTO INDUSTRIES PVT. LTD,2025,2,2025-Q2,1,8,87.5
3W,UMA  AUTO INDUSTRIES PVT. LTD,2025,3,2025-Q3,11,1,1000
3W,UMA  AUTO INDUSTRIES PVT. LTD,2025,4,2025-Q4,0,11,100
3W,UMA MOTORS,2023,1,2023-Q1,30,,
3W,UMA MOTORS,2023,2,2023-Q2,72,30,140
3W,UMA MOTORS,2023,3,2023-Q3,54,72,25
3W,UMA MOTORS,2023,4,2023-Q4,55,54,1.85
3W,UMA MOTORS,2024,1,2024-Q1,60,55,9.09
3W,UMA MOTORS,2024,2,2024-Q2,44,60,26.67
3W,UMA MOTORS,2024,3,2024-Q3,72,44,63.64
3W,UMA MOTORS,2024,4,2024-Q4,82,72,13.89
3W,UMA MOTORS,2025,1,2025-Q1,62,82,24.39
3W,UMA MOTORS,2025,2,2025-Q2,85,62,37.1
3W,UMA MOTORS,2025,3,2025-Q3,217,85,155.29
3W,UMA MOTORS,2025,4,2025-Q4,0,217,100
3W,UNIPAVE ENGINEERING PRODUCTS,2024,1,2024-Q1,2,,
3W,UNIPAVE ENGINEERING PRODUCTS,2024,2,2024-Q2,2,2,0
3W,UNIPAVE ENGINEERING PRODUCTS,2024,3,2024-Q3,2,2,0
3W,UNIPAVE ENGINEERING PRODUCTS,2024,4,2024-Q4,6,2,200
3W,UNIQUE AUTO ELECTRIC,2023,1,2023-Q1,0,,
3W,UNIQUE AUTO ELECTRIC,2023,2,2023-Q2,0,0,
3W,UNIQUE AUTO ELECTRIC,2023,3,2023-Q3,0,0,
3W,UNIQUE AUTO ELECTRIC,2023,4,2023-Q4,26,0,
3W,UNIQUE AUTO ELECTRIC,2024,1,2024-Q1,272,26,946.15
3W,UNIQUE AUTO ELECTRIC,2024,2,2024-Q2,430,272,58.09
3W,UNIQUE AUTO ELECTRIC,2024,3,2024-Q3,538,430,25.12
3W,UNIQUE AUTO ELECTRIC,2024,4,2024-Q4,514,538,4.46
3W,UNIQUE AUTO ELECTRIC,2025,1,2025-Q1,390,514,24.12
3W,UNIQUE AUTO ELECTRIC,2025,2,2025-Q2,422,390,8.21
3W,UNIQUE AUTO ELECTRIC,2025,3,2025-Q3,243,422,42.42
3W,UNIQUE AUTO ELECTRIC,2025,4,2025-Q4,0,243,100
3W,UNIQUE ENTERPRISES,2023,1,2023-Q1,670,,
3W,UNIQUE ENTERPRISES,2023,2,2023-Q2,667,670,0.45
3W,UNIQUE ENTERPRISES,2023,3,2023-Q3,1095,667,64.17
3W,UNIQUE ENTERPRISES,2023,4,2023-Q4,1148,1095,4.84
3W,UNIQUE ENTERPRISES,2024,1,2024-Q1,1023,1148,10.89
3W,UNIQUE ENTERPRISES,2024,2,2024-Q2,729,1023,28.74
3W,UNIQUE ENTERPRISES,2024,3,2024-Q3,921,729,26.34
3W,UNIQUE ENTERPRISES,2024,4,2024-Q4,974,921,5.75
3W,UNIQUE ENTERPRISES,2025,1,2025-Q1,759,974,22.07
3W,UNIQUE ENTERPRISES,2025,2,2025-Q2,1071,759,41.11
3W,UNIQUE ENTERPRISES,2025,3,2025-Q3,561,1071,47.62
3W,UNIQUE ENTERPRISES,2025,4,2025-Q4,0,561,100
3W,UNIQUE INTERNATIONAL,2023,1,2023-Q1,1670,,
3W,UNIQUE INTERNATIONAL,2023,2,2023-Q2,883,1670,47.13
3W,UNIQUE INTERNATIONAL,2023,3,2023-Q3,0,883,100
3W,UNIQUE INTERNATIONAL,2023,4,2023-Q4,0,0,
3W,UNIQUE INTERNATIONAL,2024,1,2024-Q1,0,0,
3W,UNIQUE INTERNATIONAL,2024,2,2024-Q2,956,0,
3W,UNIQUE INTERNATIONAL,2024,3,2024-Q3,0,956,100
3W,UNIQUE INTERNATIONAL,2024,4,2024-Q4,988,0,
3W,UNIQUE INTERNATIONAL,2025,1,2025-Q1,1627,988,64.68
3W,UNIQUE INTERNATIONAL,2025,2,2025-Q2,866,1627,46.77
3W,UNIQUE INTERNATIONAL,2025,3,2025-Q3,1186,866,36.95
3W,UNIQUE INTERNATIONAL,2025,4,2025-Q4,0,1186,100
3W,UNITED TRANSMOVERS PVT LTD,2023,1,2023-Q1,66,,
3W,UNITED TRANSMOVERS PVT LTD,2023,2,2023-Q2,74,66,12.12
3W,UNITED TRANSMOVERS PVT LTD,2023,3,2023-Q3,79,74,6.76
3W,UNITED TRANSMOVERS PVT LTD,2023,4,2023-Q4,53,79,32.91
3W,UNITED TRANSMOVERS PVT LTD,2024,1,2024-Q1,82,53,54.72
3W,UNITED TRANSMOVERS PVT LTD,2024,2,2024-Q2,74,82,9.76
3W,UNITED TRANSMOVERS PVT LTD,2024,3,2024-Q3,105,74,41.89
3W,UNITED TRANSMOVERS PVT LTD,2024,4,2024-Q4,103,105,1.9
3W,UNITED TRANSMOVERS PVT LTD,2025,1,2025-Q1,93,103,9.71
3W,UNITED TRANSMOVERS PVT LTD,2025,2,2025-Q2,103,93,10.75
3W,UNITED TRANSMOVERS PVT LTD,2025,3,2025-Q3,272,103,164.08
3W,UNITED TRANSMOVERS PVT LTD,2025,4,2025-Q4,0,272,100
3W,UNITER ENGINEERING PRODUCTS,2024,1,2024-Q1,0,,
3W,UNITER ENGINEERING PRODUCTS,2024,2,2024-Q2,0,0,
3W,UNITER ENGINEERING PRODUCTS,2024,3,2024-Q3,2,0,
3W,UNITER ENGINEERING PRODUCTS,2024,4,2024-Q4,0,2,100
3W,UP FURNITURE,2025,1,2025-Q1,1,,
3W,UP FURNITURE,2025,2,2025-Q2,25,1,2400
3W,UP FURNITURE,2025,3,2025-Q3,58,25,132
3W,UP FURNITURE,2025,4,2025-Q4,0,58,100
3W,URWASHI ENTERPRISES,2023,1,2023-Q1,46,,
3W,URWASHI ENTERPRISES,2023,2,2023-Q2,96,46,108.7
3W,URWASHI ENTERPRISES,2023,3,2023-Q3,127,96,32.29
3W,URWASHI ENTERPRISES,2023,4,2023-Q4,86,127,32.28
3W,URWASHI ENTERPRISES,2024,1,2024-Q1,89,86,3.49
3W,URWASHI ENTERPRISES,2024,2,2024-Q2,91,89,2.25
3W,URWASHI ENTERPRISES,2024,3,2024-Q3,166,91,82.42
3W,URWASHI ENTERPRISES,2024,4,2024-Q4,282,166,69.88
3W,URWASHI ENTERPRISES,2025,1,2025-Q1,233,282,17.38
3W,URWASHI ENTERPRISES,2025,2,2025-Q2,257,233,10.3
3W,URWASHI ENTERPRISES,2025,3,2025-Q3,678,257,163.81
3W,URWASHI ENTERPRISES,2025,4,2025-Q4,0,678,100
3W,USHASONS AUTO COMPONENTS,2024,1,2024-Q1,7,,
3W,USHASONS AUTO COMPONENTS,2024,2,2024-Q2,16,7,128.57
3W,USHASONS AUTO COMPONENTS,2024,3,2024-Q3,4,16,75
3W,USHASONS AUTO COMPONENTS,2024,4,2024-Q4,4,4,0
3W,USHASONS AUTO COMPONENTS,2025,1,2025-Q1,3,4,25
3W,USHASONS AUTO COMPONENTS,2025,2,2025-Q2,2,3,33.33
3W,USHASONS AUTO COMPONENTS,2025,3,2025-Q3,7,2,250
3W,USHASONS AUTO COMPONENTS,2025,4,2025-Q4,0,7,100
3W,UTTAM CONSTRUCTION EQUIPMENTS,2024,1,2024-Q1,40,,
3W,UTTAM CONSTRUCTION EQUIPMENTS,2024,2,2024-Q2,46,40,15
3W,UTTAM CONSTRUCTION EQUIPMENTS,2024,3,2024-Q3,36,46,21.74
3W,UTTAM CONSTRUCTION EQUIPMENTS,2024,4,2024-Q4,50,36,38.89
3W,V R WELDING WORKS,2024,1,2024-Q1,0,,
3W,V R WELDING WORKS,2024,2,2024-Q2,0,0,
3W,V R WELDING WORKS,2024,3,2024-Q3,0,0,
3W,V R WELDING WORKS,2024,4,2024-Q4,2,0,
3W,V S TRAILERS,2024,1,2024-Q1,0,,
3W,V S TRAILERS,2024,2,2024-Q2,1,0,
3W,V S TRAILERS,2024,3,2024-Q3,0,1,100
3W,V S TRAILERS,2024,4,2024-Q4,0,0,
3W,V.S.T. TILLERS TRACTORS LIMITED,2024,1,2024-Q1,1142,,
3W,V.S.T. TILLERS TRACTORS LIMITED,2024,2,2024-Q2,472,1142,58.67
3W,V.S.T. TILLERS TRACTORS LIMITED,2024,3,2024-Q3,635,472,34.53
3W,V.S.T. TILLERS TRACTORS LIMITED,2024,4,2024-Q4,966,635,52.13
3W,V.T. ENGINEERING,2023,1,2023-Q1,2,,
3W,V.T. ENGINEERING,2023,2,2023-Q2,3,2,50
3W,V.T. ENGINEERING,2023,3,2023-Q3,2,3,33.33
3W,V.T. ENGINEERING,2023,4,2023-Q4,2,2,0
3W,V.T. ENGINEERING,2024,1,2024-Q1,0,2,100
3W,V.T. ENGINEERING,2024,2,2024-Q2,0,0,
3W,V.T. ENGINEERING,2024,3,2024-Q3,9,0,
3W,V.T. ENGINEERING,2024,4,2024-Q4,5,9,44.44
