sl_no,manufacturer,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,total,vehicle_type,year
2156,NEW GAHIR AGRO INDUSTRIES,6.0,5.0,7.0,7.0,1.0,6.0,7.0,11.0,8.0,2.0,2.0,2.0,64.0,3W,2024
2157,NEW GOBIND AGRO INDUSTRIES,1.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,9.0,5.0,0.0,0.0,35.0,3W,2024
2158,NEW GOLDEN AGRICULTURE,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,3W,2024
2159,NEW GURDIAL AGRO INDUSTRIES PVT LTD,10.0,13.0,24.0,24.0,21.0,26.0,21.0,42.0,57.0,21.0,9.0,15.0,283.0,3W,2024
2160,NEW HIND AGRO PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3W,2024
2161,NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3W,2024
2162,NEW HOLLAND FIAT INDIA PVT. LTD.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,3W,2024
2163,NEW KISAN ENGINEERING WORKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,3W,2024
2164,NEW MALLIKARJUNA ENG WORKS,28.0,31.0,25.0,45.0,39.0,24.0,41.0,47.0,38.0,34.0,35.0,39.0,426.0,3W,2024
2165,NEW MARTHWADA QUALITY TRAILOR,2.0,2.0,0.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,16.0,3W,2024
2166,NEW SUPER QUALITY TRAILOR,30.0,4.0,4.0,1.0,1.0,1.0,1.0,15.0,5.0,8.0,5.0,3.0,78.0,3W,2024
2167,NEW VINAYAKA ENGINEERING  RAYAGADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,6.0,9.0,9.0,36.0,3W,2024
2168,NEW VISHNU MOTOR BODY BUILDERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,3W,2024
2169,NGAGE WHEEL PVT LTD,3.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,3W,2024
2170,NHD MOTORS,21.0,24.0,19.0,32.0,33.0,34.0,37.0,38.0,29.0,38.0,31.0,21.0,357.0,3W,2024
2171,NILKANTH TRAILER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3W,2024
2172,NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),13.0,10.0,9.0,17.0,9.0,12.0,13.0,20.0,11.0,10.0,12.0,7.0,143.0,3W,2024
2173,NINGBO SANJIANG (IMPORTER: VABRO EVTECH),0.0,1.0,6.0,6.0,4.0,6.0,5.0,3.0,4.0,4.0,6.0,1.0,46.0,3W,2024
2174,NIPUN SANYANTRA PVT LTD,20.0,25.0,30.0,13.0,15.0,15.0,18.0,25.0,19.0,18.0,12.0,8.0,218.0,3W,2024
2175,NIRMAL UTILITY SERVICES PVT LTD,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,9.0,3W,2024
2176,NISIKI TECHNOLOGIES PVT LTD,2.0,10.0,5.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,28.0,3W,2024
2177,NISSAN MOTOR INDIA PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2178,N K INDUSTRIES,8.0,17.0,29.0,9.0,27.0,13.0,3.0,2.0,8.0,16.0,19.0,23.0,174.0,3W,2024
2179,NORTON,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2180,NRJ ELECTRIC MOTOR VEHICLES PVT LTD,355.0,245.0,236.0,279.0,292.0,320.0,355.0,378.0,372.0,361.0,323.0,370.0,0.0,3W,2024
2181,N.S. AGRO WORKS,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,16.0,3W,2024
2182,NUMEROS MOTORS PVT LTD,18.0,2.0,31.0,24.0,19.0,2.0,53.0,9.0,3.0,114.0,5.0,2.0,282.0,3W,2024
2183,OBEN ELECTRIC VEHICLES PVT LTD,0.0,0.0,28.0,30.0,31.0,43.0,75.0,120.0,56.0,139.0,52.0,60.0,634.0,3W,2024
2184,OCULUS AUTO INDUSTRIES LLP,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3W,2024
2185,ODYSSE ELECTRIC VEHICLES PVT LTD,12.0,5.0,86.0,127.0,104.0,97.0,83.0,100.0,208.0,300.0,62.0,350.0,0.0,3W,2024
2186,OGATA MOTORS INDIA PVT LTD,14.0,9.0,11.0,5.0,3.0,3.0,2.0,1.0,3.0,0.0,5.0,0.0,56.0,3W,2024
2187,OKAYA EV PVT LTD,581.0,657.0,0.0,373.0,521.0,519.0,468.0,410.0,316.0,318.0,502.0,206.0,0.0,3W,2024
2188,OKAYA POWER PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3W,2024
2189,OKINAWA AUTOTECH PVT LTD,683.0,660.0,680.0,593.0,491.0,374.0,374.0,203.0,146.0,232.0,235.0,184.0,0.0,3W,2024
2190,OK PLAY INDIA LTD,13.0,10.0,13.0,7.0,9.0,8.0,20.0,17.0,20.0,19.0,8.0,8.0,152.0,3W,2024
2191,OLA ELECTRIC TECHNOLOGIES PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2192,OLECTRA GREENTECH LTD,95.0,41.0,1.0,66.0,36.0,9.0,66.0,89.0,115.0,66.0,43.0,52.0,679.0,3W,2024
2193,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,241.0,189.0,214.0,148.0,211.0,223.0,215.0,169.0,158.0,170.0,152.0,130.0,0.0,3W,2024
2194,OMEGA CONSTRUCTION EQUIPMENT PVT LTD,3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,10.0,3W,2024
2195,OMEGA SALES & AGRO INDUSTRIES,42.0,36.0,24.0,23.0,32.0,15.0,16.0,17.0,18.0,13.0,16.0,14.0,266.0,3W,2024
2196,OMEGA SEIKI PVT LTD,382.0,500.0,0.0,322.0,322.0,368.0,566.0,462.0,569.0,457.0,476.0,386.0,0.0,3W,2024
2197,OM INDUSTRIES,47.0,56.0,112.0,68.0,144.0,114.0,200.0,184.0,193.0,153.0,158.0,145.0,0.0,3W,2024
2198,OMJAY EV LIMITED,2.0,1.0,4.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,3W,2024
2199,OMM SHREE SAI ENGINEERING KEONJHAR DHANGARPADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3W,2024
2200,OM RAJ AUTOTECH LLP,114.0,106.0,62.0,76.0,59.0,67.0,51.0,64.0,69.0,42.0,51.0,46.0,807.0,3W,2024
2201,OM SHREE SAI ENGINEERING,2.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,14.0,3W,2024
2202,OM VINAYAKA INDUSTRIES BARGARH GANAPATI COMPLEX,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3W,2024
2203,"OM VINAYAK INDUSTRIES,BGH",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2204,ORDINANCE FACTORY,7.0,6.0,3.0,1.0,4.0,7.0,9.0,7.0,1.0,6.0,14.0,6.0,71.0,3W,2024
2205,OTHERS,0.0,0.0,858.0,732.0,602.0,578.0,859.0,663.0,691.0,986.0,0.0,728.0,0.0,3W,2024
2206,OXEN ELECTRIC VEHICLES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,5.0,24.0,3W,2024
2207,OZOTEC AUTOMOBILE PRIVATE LIMITED,15.0,9.0,6.0,13.0,9.0,5.0,5.0,6.0,5.0,7.0,17.0,6.0,103.0,3W,2024
2208,PACE AGRO PRIVATE LIMITED,3.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,16.0,3W,2024
2209,PANESAR AGRO TECH,3.0,5.0,6.0,3.0,7.0,8.0,0.0,4.0,7.0,9.0,4.0,9.0,65.0,3W,2024
2210,PANI ENGINEERING,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2211,PANTHER ELECTRIC VEHICLES,3.0,7.0,5.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,25.0,3W,2024
2212,PARAMOUNT AUTOMOBILES TROLLEY JEYPORE KORAPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3W,2024
2213,PARAMOUNT AUTOMOTIVES,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3W,2024
2214,PARAS INDUSTRIES,325.0,288.0,256.0,235.0,276.0,203.0,211.0,194.0,159.0,121.0,136.0,120.0,0.0,3W,2024
2215,PARDEEP AGRO INDUSTRIES,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,16.0,3W,2024
2216,PARI E-VEHICLES,39.0,33.0,40.0,25.0,43.0,26.0,46.0,47.0,32.0,23.0,29.0,53.0,436.0,3W,2024
2217,PARI METRO E RICKSHAW,57.0,62.0,60.0,51.0,110.0,78.0,84.0,105.0,111.0,106.0,72.0,92.0,988.0,3W,2024
2218,PARVATHI ENGINEERING WORKS AP49760577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3W,2024
2219,PARVEEN AUTO,4.0,6.0,0.0,7.0,5.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,28.0,3W,2024
2220,PATEL AND SONS ENGINEERING WORKS SAMBALPUR LAIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3W,2024
2221,PATEL ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,3W,2024
2222,PATEL INDUSTRIES,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3W,2024
2223,PATS MOTOR CORP,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3W,2024
2224,PAUL INDUSTRIES,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,16.0,3W,2024
2225,PAUNIYA TRACTORS AND FARM EQUIPMENT PVT LTD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,7.0,3W,2024
2226,PCA AUTOMOBILES INDIA PVT LTD,765.0,574.0,558.0,525.0,448.0,522.0,472.0,411.0,677.0,801.0,479.0,435.0,0.0,3W,2024
2227,PERFECT TECHNOCRATS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2228,PIAGGIO VEHICLES PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2229,PICK ELECTRIC AUTO PVT LTD,0.0,0.0,0.0,3.0,6.0,11.0,6.0,7.0,8.0,4.0,7.0,2.0,54.0,3W,2024
2230,PINNACLE MOBILITY SOLUTIONS PVT LTD,18.0,5.0,22.0,16.0,10.0,1.0,5.0,10.0,13.0,29.0,11.0,17.0,157.0,3W,2024
2231,PLAUDIT TECHNO INDIA PVT LTD,10.0,21.0,68.0,64.0,57.0,51.0,80.0,112.0,140.0,120.0,102.0,101.0,926.0,3W,2024
2232,P M DIESELS PVT LTD,17.0,15.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,5.0,15.0,57.0,3W,2024
2233,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,67.0,85.0,50.0,0.0,65.0,50.0,2.0,24.0,74.0,86.0,1.0,30.0,534.0,3W,2024
2234,PODDAR INDUSTRIES,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3W,2024
2235,POLARIS INDIA PVT LTD,11.0,14.0,11.0,13.0,10.0,8.0,14.0,13.0,4.0,12.0,4.0,4.0,118.0,3W,2024
2236,POLYHOSE INDIA PRIVATE LIMITED - C E DIVISION,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2237,POOSHPAK AUTOMOBILES PVT LTD,23.0,38.0,38.0,32.0,16.0,38.0,61.0,20.0,41.0,32.0,19.0,21.0,379.0,3W,2024
2238,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),8.0,20.0,15.0,3.0,15.0,11.0,16.0,7.0,4.0,1.0,2.0,4.0,106.0,3W,2024
2239,PORSCHE AG GERMANY,76.0,46.0,93.0,89.0,84.0,76.0,64.0,68.0,56.0,78.0,62.0,77.0,869.0,3W,2024
2240,PORWAL ELECTRIC,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,3W,2024
2241,POWERLAND AGRO TRACTOR VEHICLES PVT LTD,0.0,1.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,19.0,3W,2024
2242,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,3.0,5.0,3.0,1.0,7.0,5.0,6.0,10.0,6.0,7.0,13.0,4.0,70.0,3W,2024
2243,PRABHA AUTOMOTIVE ENGINEERS PVT LTD,0.0,3.0,0.0,4.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,3.0,21.0,3W,2024
2244,PRAGATI AGRICULTURE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3W,2024
2245,PRAGATI ENGINEERING,0.0,3.0,1.0,1.0,3.0,2.0,4.0,5.0,1.0,4.0,2.0,0.0,26.0,3W,2024
2246,PRAGATI ENGINERING TRAILOR CUTTACK MADHUPATNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3W,2024
2247,PRAG MOTORS,19.0,17.0,7.0,11.0,11.0,8.0,16.0,11.0,14.0,16.0,10.0,13.0,153.0,3W,2024
2248,PRAGYA AUTOMOBILE PVT LTD,13.0,7.0,3.0,7.0,33.0,7.0,8.0,4.0,5.0,35.0,17.0,12.0,151.0,3W,2024
2249,PRAJJWAL MAHAJAN TRADERS,20.0,23.0,24.0,8.0,0.0,11.0,13.0,12.0,13.0,11.0,12.0,18.0,165.0,3W,2024
2250,PRAKASH AUTOMOBILE JAJPUR PANIKOILI,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2251,PRAKASH ENTERPRISES,20.0,8.0,6.0,6.0,9.0,5.0,10.0,6.0,2.0,0.0,3.0,7.0,82.0,3W,2024
2252,PRAKASH TRAILER,1.0,1.0,3.0,4.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,19.0,3W,2024
2253,PRAMOD ENGINEERING WORKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3W,2024
2254,PRASAD AND PRASAD ENG,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2255,PRASAD AND PRASAD ENGG WORKS BARGARH CANAL AVENUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3W,2024
2256,PRATYAKSHA TRACTORS PVT LTD,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3W,2024
2257,PREET AGRO INDUSTRIES PVT LTD,32.0,70.0,106.0,67.0,47.0,20.0,34.0,37.0,72.0,86.0,56.0,65.0,692.0,3W,2024
2258,PREET CONSRUCTION EQUIPMENTS PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,13.0,13.0,15.0,57.0,3W,2024
2259,PREET TRACTORS PVT LTD,171.0,146.0,183.0,142.0,110.0,129.0,145.0,175.0,137.0,133.0,167.0,157.0,0.0,3W,2024
2260,PRESTANTIA CREATIONS PVT LTD,1.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,3W,2024
2261,PRIDE E-MOTORS,44.0,40.0,57.0,32.0,28.0,9.0,10.0,11.0,28.0,11.0,27.0,24.0,321.0,3W,2024
2262,PRINCE AGRO WORKS,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,3W,2024
2263,PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,48.0,10.0,19.0,14.0,3.0,1.0,7.0,1.0,15.0,9.0,0.0,4.0,131.0,3W,2024
2264,PROPEL INDUSTRIES PVT. LTD.,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,12.0,31.0,3W,2024
2265,PUBANG ETRON ELECTRIC MOTOR PVT LTD,0.0,0.0,1.0,1.0,3.0,3.0,4.0,12.0,5.0,2.0,4.0,0.0,35.0,3W,2024
2266,PUJA ENGINEERING WORKS,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3W,2024
2267,PUNJAB AGRO IMPLEMENTS INDUSTRIES,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,6.0,3W,2024
2268,PUNJAB BODY BUILDERS,7.0,10.0,9.0,3.0,4.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,41.0,3W,2024
2269,PUNJAB HI-TECH INDUSTRIES,2.0,0.0,1.0,2.0,5.0,0.0,2.0,3.0,2.0,4.0,1.0,5.0,27.0,3W,2024
2270,PUNJAB TRACTORS LIMITED,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,3W,2024
2271,PUR ENERGY PVT LTD,620.0,498.0,461.0,376.0,432.0,339.0,390.0,291.0,277.0,335.0,432.0,0.0,0.0,3W,2024
2272,PURVA UDYOG PVT LTD,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,3W,2024
2273,PUSHKAR INDUSTRIES,11.0,6.0,3.0,3.0,8.0,1.0,3.0,2.0,3.0,7.0,6.0,8.0,61.0,3W,2024
2274,PYTHOX MOTORS PVT LTD,46.0,54.0,51.0,62.0,79.0,74.0,90.0,85.0,115.0,97.0,73.0,78.0,904.0,3W,2024
2275,QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),51.0,51.0,55.0,65.0,46.0,68.0,72.0,53.0,50.0,67.0,48.0,58.0,684.0,3W,2024
2276,QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),21.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,3W,2024
2277,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),3.0,3.0,8.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,28.0,3W,2024
2278,QUALITY ENGINEERING WORK,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2279,QUALITY ENGINEERING WORKS ROURKELA JAMUNANAKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,3W,2024
2280,QUANTUM ENERGY LTD.,383.0,445.0,370.0,426.0,523.0,675.0,645.0,359.0,336.0,516.0,379.0,555.0,0.0,3W,2024
2281,R3 ENTERPRISES,49.0,52.0,41.0,27.0,30.0,19.0,57.0,59.0,64.0,70.0,84.0,119.0,671.0,3W,2024
2282,RACCOON MOTORS PVT LTD,1.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,11.0,3W,2024
2283,RACHANACREATIONS AUTO PVT LTD,0.0,0.0,0.0,0.0,0.0,9.0,6.0,8.0,11.0,22.0,32.0,30.0,118.0,3W,2024
2284,RADHAKANTA IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,2.0,40.0,33.0,105.0,3W,2024
2285,RADHESHYAM TRAILOR,16.0,0.0,0.0,0.0,19.0,0.0,0.0,14.0,1.0,24.0,1.0,0.0,75.0,3W,2024
2286,RAFTAAR ELECTRIC GREEN VEHICLES PVT LTD,0.0,1.0,2.0,1.0,4.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,18.0,3W,2024
2287,RAHUL AGRO EXPORTS PVT LTD,13.0,13.0,3.0,1.0,0.0,11.0,0.0,8.0,8.0,3.0,0.0,0.0,60.0,3W,2024
2288,RAJA ARTS HITECH ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,43.0,3W,2024
2289,"RAJA RANEE AGRO E WORKS,ANGL",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3W,2024
2290,RAJ AUTOMOTIVE,4.0,2.0,8.0,4.0,13.0,8.0,11.0,12.0,6.0,4.0,14.0,1.0,87.0,3W,2024
2291,RAJESH STEEL AND WIRE INDUSTRIES,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,10.0,3W,2024
2292,RAM AGRO INDUSTRIES,0.0,6.0,7.0,5.0,3.0,7.0,3.0,3.0,3.0,3.0,7.0,7.0,54.0,3W,2024
2293,RAMA INDUSTRIES,6.0,4.0,3.0,0.0,2.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,34.0,3W,2024
2294,RAM CHAND & SONS,3.0,0.0,10.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,27.0,3W,2024
2295,RAMGARHIA ENGG WORKS,0.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,16.0,3W,2024
2296,RAMJI AGRO INDUSTRIES,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3W,2024
2297,RAMON INDUSTRIES,7.0,15.0,4.0,4.0,6.0,2.0,6.0,11.0,2.0,11.0,11.0,13.0,92.0,3W,2024
2298,RANA ENGINEER WORKS,99.0,125.0,64.0,60.0,87.0,57.0,70.0,64.0,74.0,46.0,42.0,44.0,832.0,3W,2024
2299,RANI TRAILER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,10.0,3W,2024
2300,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,22.0,24.0,29.0,23.0,14.0,19.0,18.0,9.0,12.0,22.0,9.0,7.0,208.0,3W,2024
2301,RASIWASIA RASAYAN PVT LTD,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3W,2024
2302,RATAN ENGINEERING WORKS,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,3W,2024
2303,RATNA ENGINEERING ENTERPRISES,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3W,2024
2304,RATNA ENGINEERING ENTERPRISES BARGARH ATTABIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,6.0,3W,2024
2305,RAVI METAL WORKS,0.0,27.0,31.0,57.0,158.0,40.0,139.0,60.0,40.0,0.0,0.0,113.0,665.0,3W,2024
2306,RAVINDRA AGRO WORKS,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,15.0,3W,2024
2307,RAYON ENGINEERS,143.0,97.0,105.0,82.0,150.0,125.0,277.0,132.0,121.0,147.0,104.0,150.0,0.0,3W,2024
2308,R B INDUSTRIES,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2309,RCJ AUTO FORGE PVT LTD,77.0,75.0,62.0,70.0,64.0,78.0,78.0,116.0,91.0,118.0,94.0,88.0,0.0,3W,2024
2310,RDS INDUSTRIES,0.0,0.0,1.0,102.0,6.0,1.0,0.0,0.0,76.0,0.0,3.0,213.0,402.0,3W,2024
2311,REDDY AUTOMOTIVE PVT LTD,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,4.0,2.0,0.0,14.0,3W,2024
2312,REEP INDUSTRIES PVT LTD,133.0,146.0,39.0,6.0,44.0,178.0,211.0,5.0,4.0,61.0,9.0,4.0,840.0,3W,2024
2313,REFLEX CONTROL SYSTEM PVT .LTD,5.0,5.0,6.0,6.0,3.0,11.0,5.0,3.0,4.0,1.0,0.0,9.0,58.0,3W,2024
2314,REGENERATION E BIKES,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,3W,2024
2315,RENAULT INDIA PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2316,REPUBLIC MOTORS,24.0,31.0,17.0,12.0,36.0,8.0,13.0,11.0,10.0,16.0,35.0,21.0,234.0,3W,2024
2317,REVERSECURRENT TECHNOLOGY PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3W,2024
2318,REVOLT INTELLICORP PVT LTD,533.0,480.0,595.0,746.0,687.0,660.0,871.0,724.0,705.0,955.0,0.0,997.0,0.0,3W,2024
2319,RGM BUSINESS PLUS PVT LTD,35.0,28.0,50.0,27.0,9.0,14.0,12.0,17.0,27.0,10.0,9.0,10.0,248.0,3W,2024
2320,RG PETRO MACHINERY CO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2321,RIBAND ELECTRIC PVT LTD,33.0,38.0,20.0,29.0,39.0,30.0,30.0,29.0,25.0,27.0,16.0,30.0,346.0,3W,2024
2322,RICHFORD ALLIANZ PVT LTD,0.0,0.0,0.0,14.0,36.0,48.0,57.0,75.0,84.0,122.0,113.0,127.0,676.0,3W,2024
2323,RILOX EV PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,17.0,3W,2024
2324,RIVER MOBILITY PVT LTD,43.0,84.0,167.0,245.0,167.0,200.0,222.0,280.0,302.0,370.0,240.0,195.0,0.0,3W,2024
2325,RIYA ENTERPRISE,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,13.0,25.0,3W,2024
2326,"RK ENGG WORKS,JUNAGARH",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3W,2024
2327,RK ENGINEERING FABRICATION WORKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3W,2024
