sl_no,manufacturer,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,total,vehicle_type,year
2530,"S P TRADING, KHURDA",8.0,3.0,6.0,7.0,5.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,40.0,3W,2024
2531,S R AGRICULTURE EQUIPMENTS CO (P) LTD,0.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,15.0,3W,2024
2532,SRD RENEWABLES,176.0,176.0,103.0,85.0,109.0,152.0,123.0,128.0,129.0,172.0,155.0,168.0,0.0,3W,2024
2533,SRI AVP ENGINEERING WORKS BARGARH RENGALICAMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,8.0,3W,2024
2534,"SRI MANIKANTA ENGINEERING WORKS,KADAPA AP49604028",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3W,2024
2535,SRINIVAS E VEHICLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,3W,2024
2536,SRI P.M. FAABS PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3W,2024
2537,SRI SAI AGRICULTURAL EQUIPMENT,18.0,3.0,8.0,18.0,15.0,8.0,12.0,0.0,6.0,6.0,1.0,0.0,95.0,3W,2024
2538,SRI SAI DURGA ENGG WORKSAP021000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2539,SRI SAI ENGINEERING WORKS AP235640703,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2540,SRI SANKAR ENGINEERING WORKS SAMBALPUR MANESWAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,18.0,3W,2024
2541,SRI SRI MARUTHI ENGINEERING WORKS AP235744011,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,3W,2024
2542,SRI TIRUMALA AGRO SALES CHARBAHAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3W,2024
2543,"SRI.TIRUMALA AGRO SALES, CHARBAHAL",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2544,SRIVARU MOTORS PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3W,2024
2545,SRI VENKATESWARA ENGINEERING WORKS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2546,S S AGRO INDUSTRIES,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3W,2024
2547,S.S. AGRO TECH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3W,2024
2548,SSB INDISTRIES,159.0,146.0,150.0,83.0,142.0,130.0,179.0,145.0,138.0,161.0,94.0,123.0,0.0,3W,2024
2549,SSEV ENTERPRISES PRIVATE LIMITED,71.0,51.0,58.0,49.0,107.0,169.0,101.0,68.0,90.0,48.0,86.0,87.0,985.0,3W,2024
2550,S S GLOBAL,2.0,2.0,1.0,0.0,7.0,10.0,1.0,9.0,6.0,1.0,3.0,11.0,53.0,3W,2024
2551,SSV TECHNOLOGIES,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2552,STANDARD COMBINES PVT LTD,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3W,2024
2553,STANDARD CORPORATION INDIA LTD,11.0,25.0,22.0,6.0,13.0,8.0,19.0,22.0,4.0,13.0,6.0,13.0,162.0,3W,2024
2554,STAR BULL E MOTORS,159.0,148.0,163.0,119.0,195.0,205.0,141.0,168.0,93.0,98.0,70.0,65.0,0.0,3W,2024
2555,STAR ENGINEERING WORKS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2556,STAR IGLOBAL AUTOMOTIVE PVT LTD,52.0,72.0,29.0,46.0,38.0,30.0,40.0,25.0,28.0,19.0,22.0,15.0,416.0,3W,2024
2557,STAR INDUSTRIES,20.0,10.0,2.0,1.0,3.0,8.0,2.0,9.0,9.0,10.0,7.0,8.0,89.0,3W,2024
2558,STAR WELDING WORKS,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,9.0,3W,2024
2559,STRENGTH AUTOELECTRIC PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,34.0,39.0,20.0,29.0,141.0,3W,2024
2560,SUBHADRA ENGINEERING CUTTACK NUAPADA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,7.0,5.0,22.0,3W,2024
2561,SUBHADRA ENGINEERING NUAPADA,7.0,6.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,34.0,3W,2024
2562,SUBRAMANYESWARA INDUSTRIES,4.0,5.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,35.0,3W,2024
2563,SUDHA ENGINEERING WORKS,4.0,3.0,6.0,6.0,1.0,4.0,2.0,7.0,3.0,3.0,2.0,1.0,42.0,3W,2024
2564,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,43.0,32.0,12.0,19.0,27.0,45.0,40.0,45.0,36.0,35.0,36.0,47.0,417.0,3W,2024
2565,SUKHDEV AGRO INDUSTRIES,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,3W,2024
2566,SUKHWINDERA AGRO INDUSTRIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3W,2024
2567,SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2568,SUMFONL AUTO TRADERS PVT LTD,15.0,24.0,20.0,21.0,26.0,33.0,23.0,23.0,30.0,25.0,10.0,11.0,261.0,3W,2024
2569,SUNANDA GREENTECH PVT LTD,24.0,14.0,12.0,9.0,9.0,20.0,23.0,19.0,24.0,29.0,30.0,18.0,231.0,3W,2024
2570,SUNARIYA MOTORS PVT LTD,7.0,2.0,4.0,5.0,1.0,3.0,9.0,0.0,1.0,4.0,1.0,5.0,42.0,3W,2024
2571,SUN AUTO,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,3W,2024
2572,SUNIL AGRO ENGINEERING WORKS,2.0,5.0,3.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,18.0,3W,2024
2573,SUNIL AGRO ENGINEERING WORKS ANGUL PANCHAMAHALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,3W,2024
2574,SUN INDUSTRIES,2.0,14.0,22.0,26.0,32.0,56.0,49.0,38.0,53.0,68.0,38.0,40.0,438.0,3W,2024
2575,SUNJET ENERGY PVT LTD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2576,SUNSET TRADE PVT LTD,25.0,17.0,22.0,12.0,28.0,20.0,17.0,10.0,17.0,12.0,4.0,5.0,189.0,3W,2024
2577,SUNSHINE TECHNOLOGIES,1.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,12.0,2.0,0.0,28.0,3W,2024
2578,SUNULTRA POWER SOLUTIONS PVT LTD,14.0,11.0,6.0,5.0,4.0,3.0,9.0,3.0,0.0,0.0,0.0,3.0,58.0,3W,2024
2579,SUPERECO AUTOMOTIVE CO,10.0,19.0,6.0,7.0,15.0,18.0,8.0,17.0,8.0,20.0,8.0,14.0,150.0,3W,2024
2580,SUPER METRO INDUSTRIES,83.0,78.0,46.0,75.0,67.0,63.0,123.0,99.0,92.0,153.0,135.0,109.0,0.0,3W,2024
2581,SUPER POWER MOTORS,24.0,18.0,26.0,4.0,14.0,5.0,15.0,10.0,13.0,21.0,13.0,17.0,180.0,3W,2024
2582,SUPER STANDARD AGRO COMBINE,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,3W,2024
2583,SUPERTECH EV LIMITED,190.0,152.0,219.0,181.0,212.0,200.0,218.0,212.0,194.0,196.0,173.0,220.0,0.0,3W,2024
2584,SUPER TECHNO AUTOMOTIVE LLP,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,3.0,8.0,8.0,11.0,44.0,3W,2024
2585,SUPREME SALES AGENCY,4.0,4.0,2.0,14.0,3.0,3.0,17.0,16.0,26.0,14.0,32.0,17.0,152.0,3W,2024
2586,SUPREME SMART POWER PVT LTD,41.0,19.0,33.0,26.0,34.0,27.0,38.0,24.0,20.0,45.0,22.0,10.0,339.0,3W,2024
2587,SUPROVA ENTERPRISE,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3W,2024
2588,SURAJ ENGINEERING WORKS,4.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,20.0,3W,2024
2589,SURINDERA AGRO INSDUSTRIES,17.0,10.0,24.0,15.0,21.0,15.0,7.0,10.0,16.0,27.0,20.0,13.0,195.0,3W,2024
2590,SURYA INDUSTRIES,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,8.0,3W,2024
2591,SURYA INTERNATIONAL,0.0,3.0,5.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,16.0,3W,2024
2592,SURYA STEEL WORKS,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2593,SUZUKI MOTORCYCLE INDIA PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2594,S.V.ENGINEERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,7.0,3W,2024
2595,SVS ENTERPRISES,3.0,6.0,0.0,5.0,0.0,0.0,3.0,5.0,3.0,0.0,7.0,1.0,33.0,3W,2024
2596,SWADESH MOTORS AND TRACTORS LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3W,2024
2597,SWAMI AGRO TECH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,3W,2024
2598,SWAMI ENGINEERING WORKS,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2599,"SWAPNA FABRICATION WORKS,MALKANGIRI",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3W,2024
2600,SWAPNA FABRICATION WORKS MALKANGIRI MAIN ROAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3W,2024
2601,SWARAJ AUTOMOTIVES LTD,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,3W,2024
2602,SWARNCHAKRA AUTOMOBILES PVT LTD,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,15.0,3W,2024
2603,SWASTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3W,2024
2604,SWASTIK ENGINEERING WORKS,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3W,2024
2605,SWITCH MOBILITY AUTOMOTIVE LTD,27.0,27.0,58.0,16.0,28.0,43.0,39.0,33.0,84.0,66.0,32.0,97.0,550.0,3W,2024
2606,SYAN AGRO INDUSTRY,6.0,10.0,9.0,3.0,1.0,3.0,5.0,7.0,6.0,5.0,4.0,3.0,62.0,3W,2024
2607,SYNDICATE AUTO COMPONENTS,5.0,3.0,1.0,2.0,10.0,9.0,20.0,8.0,7.0,4.0,10.0,13.0,92.0,3W,2024
2608,TADANO LIMITED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3W,2024
2609,TAFE LIMITED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2610,TAMARIA VENTURES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3W,2024
2611,TAO POWER PRIVATE LIMITED,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,6.0,3W,2024
2612,TARA MAA MACHINERY,6.0,5.0,12.0,6.0,2.0,4.0,19.0,7.0,34.0,21.0,12.0,14.0,142.0,3W,2024
2613,TARLE CONSTRUCTION EQUIPMENTS PVT LTD,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,23.0,3W,2024
2614,TATA ADVANCED SYSTEMS LTD,24.0,106.0,124.0,54.0,31.0,50.0,40.0,39.0,8.0,55.0,59.0,120.0,710.0,3W,2024
2615,TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,102.0,102.0,127.0,111.0,98.0,69.0,83.0,78.0,97.0,95.0,88.0,98.0,0.0,3W,2024
2616,TATA INTERNATIONAL VEHICLE APPLICATIONS PVT LTD,0.0,0.0,20.0,6.0,12.0,0.0,6.0,3.0,14.0,22.0,21.0,0.0,104.0,3W,2024
2617,TATA MOTORS LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2618,TATA MOTORS PASSENGER VEHICLES LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2619,TATA PASSENGER ELECTRIC MOBILITY LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2620,TAURUS ELECTRIC VEHICLES,12.0,56.0,39.0,23.0,21.0,11.0,5.0,11.0,17.0,11.0,9.0,7.0,222.0,3W,2024
2621,TEJAS ENERGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,6.0,2.0,35.0,3W,2024
2622,TENAX INTERNATIONAL (IMPORTER: VERT EQUIPMENT),0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3W,2024
2623,TEREX EQUIPMENT PVT LTD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2624,TEREX INDIA PRIVATE LIMITED,3.0,4.0,7.0,6.0,2.0,11.0,13.0,6.0,10.0,11.0,1.0,1.0,75.0,3W,2024
2625,TERRA MOTORS INDIA PVT LTD,643.0,832.0,766.0,535.0,722.0,658.0,840.0,750.0,829.0,783.0,672.0,736.0,0.0,3W,2024
2626,THAVE ENTERPRISES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,3.0,12.0,12.0,46.0,3W,2024
2627,THE COMMERCIAL MOTORS LIMITED,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3W,2024
2628,THE COMMERCIAL MOTORS PVT LTD,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,3W,2024
2629,THOKADE ENTERPRISES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2630,THUKRAL ELECTRIC BIKES PVT LTD,824.0,685.0,751.0,649.0,838.0,747.0,788.0,800.0,752.0,886.0,872.0,874.0,0.0,3W,2024
2631,TI CLEAN MOBILITY PVT LTD,366.0,462.0,749.0,194.0,330.0,388.0,580.0,597.0,603.0,634.0,703.0,449.0,0.0,3W,2024
2632,TII INDIA PVT LTD,9.0,8.0,1.0,2.0,5.0,6.0,5.0,3.0,5.0,11.0,6.0,0.0,61.0,3W,2024
2633,TIL LIMITED,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,8.0,3W,2024
2634,TIL LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,12.0,3W,2024
2635,TIRTH AGRO TECHNOLOGY PVT LTD,9.0,29.0,26.0,44.0,56.0,36.0,31.0,13.0,14.0,30.0,28.0,69.0,385.0,3W,2024
2636,TIRTH HYGIENE TECHNOLOGY PVT LTD,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2637,TIRUPATI AGRO INDUSTRIES,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2638,TIRUPATI DISTRIBUTOR,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2639,TOGOR ENGINEERING WORKS,2.0,0.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,3W,2024
2640,TOP TEAM MACHINES PVT LTD,140.0,108.0,102.0,128.0,147.0,86.0,88.0,104.0,117.0,104.0,104.0,134.0,0.0,3W,2024
2641,TORK MOTORS PVT LTD,222.0,144.0,378.0,79.0,48.0,42.0,19.0,9.0,2.0,1.0,0.0,0.0,944.0,3W,2024
2642,TOYOTA HIACE GL COMMUTER,0.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,4.0,4.0,0.0,1.0,18.0,3W,2024
2643,TOYOTA KIRLOSKAR MOTOR PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2644,TOYOTA MATERIAL HANDLING INDIA PVT LTD,22.0,19.0,15.0,10.0,19.0,11.0,29.0,13.0,10.0,13.0,11.0,20.0,192.0,3W,2024
2645,TPS INFRASTRUCTURE LTD,6.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,2.0,6.0,0.0,5.0,29.0,3W,2024
2646,TPS INFRASTRUCTURE LTD.,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3W,2024
2647,TRACLAXX TRACTORS PVT LTD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3W,2024
2648,TRACTOR VANDANA GREEN,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,21.0,3W,2024
2649,TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,0.0,10.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,26.0,3W,2024
2650,TRANSPORT SOLUTIONS INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,15.0,3W,2024
2651,TRATEC ENGINEERS PVT LTD,8.0,11.0,9.0,10.0,5.0,7.0,6.0,6.0,7.0,16.0,11.0,7.0,103.0,3W,2024
2652,TRATEC ENGINEERS PVT. LTD.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2653,TRATICO ENGINEERING INDIA PVT LTD,0.0,0.0,0.0,0.0,3.0,7.0,5.0,0.0,3.0,0.0,0.0,4.0,22.0,3W,2024
2654,TRIMURTI AGRO INDUSTRIES,5.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,15.0,3W,2024
2655,TRIMURTI INDUSTRIES,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3W,2024
2656,TRIMURTI TRAILER,0.0,3.0,3.0,6.0,0.0,7.0,3.0,5.0,10.0,1.0,0.0,1.0,39.0,3W,2024
2657,TRINITY ELECTRIC VEHICLES PVT LTD,22.0,9.0,11.0,22.0,17.0,23.0,15.0,8.0,33.0,20.0,27.0,35.0,242.0,3W,2024
2658,TRISHIKA INDUSTRIES,75.0,60.0,57.0,49.0,61.0,54.0,58.0,36.0,18.0,13.0,10.0,21.0,512.0,3W,2024
2659,TRISHUL TRACTORS PVT. LTD.,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,3W,2024
2660,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,58.0,65.0,95.0,85.0,111.0,82.0,105.0,100.0,86.0,121.0,90.0,74.0,0.0,3W,2024
2661,TRUPART AUTOMOTIVE INDIA PVT LTD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,3W,2024
2662,TRUZ INDUSTRIES,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3W,2024
2663,TSM ENGINEERING PVT LTD,31.0,31.0,32.0,28.0,27.0,32.0,44.0,37.0,29.0,26.0,30.0,18.0,365.0,3W,2024
2664,TSR TRADE COM,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,12.0,3W,2024
2665,TUFAN MOTORS PVT LTD,87.0,76.0,73.0,59.0,50.0,52.0,59.0,83.0,112.0,43.0,61.0,61.0,816.0,3W,2024
2666,T U K INDUSTRIES,306.0,211.0,284.0,223.0,300.0,276.0,306.0,371.0,379.0,384.0,377.0,310.0,0.0,3W,2024
2667,TULSI TRAILER,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,9.0,3W,2024
2668,TUNWAL E MOTORS PVT LTD,6.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,3W,2024
2669,TVS MOTOR COMPANY LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2670,TWASHTRE AUTOMOTIVE PVT LTD,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,3W,2024
2671,TWIN GREEN TECH PVT LTD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2672,TWINKLE TRADCOM PVT LTD,85.0,88.0,61.0,37.0,63.0,33.0,57.0,155.0,180.0,181.0,222.0,404.0,0.0,3W,2024
2673,TWO FRIENDS AUTO ELECTRIC PVT LTD,352.0,287.0,310.0,210.0,288.0,235.0,290.0,238.0,280.0,287.0,270.0,291.0,0.0,3W,2024
2674,TYAGI AGROTECH COMPANY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3W,2024
2675,TYST DRIVE INDIA PVT LTD,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3W,2024
2676,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,13.0,30.0,9.0,8.0,18.0,37.0,50.0,48.0,52.0,51.0,29.0,63.0,408.0,3W,2024
2677,UMA  AUTO INDUSTRIES PVT. LTD,10.0,6.0,14.0,4.0,6.0,10.0,0.0,2.0,6.0,7.0,0.0,2.0,67.0,3W,2024
2678,UMA MOTORS,30.0,11.0,19.0,9.0,26.0,9.0,21.0,28.0,23.0,18.0,31.0,33.0,258.0,3W,2024
2679,UNIPAVE ENGINEERING PRODUCTS,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,12.0,3W,2024
2680,UNIQUE AUTO ELECTRIC,48.0,109.0,115.0,126.0,156.0,148.0,153.0,229.0,156.0,180.0,207.0,127.0,0.0,3W,2024
2681,UNIQUE ENTERPRISES,340.0,361.0,322.0,235.0,236.0,258.0,361.0,277.0,283.0,385.0,314.0,275.0,0.0,3W,2024
2682,UNIQUE INTERNATIONAL,0.0,0.0,0.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.0,0.0,3W,2024
2683,UNITED TRANSMOVERS PVT LTD,25.0,17.0,40.0,10.0,35.0,29.0,29.0,39.0,37.0,50.0,22.0,31.0,364.0,3W,2024
2684,UNITER ENGINEERING PRODUCTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3W,2024
2685,U.P. TELELINKS LIMITED,297.0,217.0,255.0,210.0,275.0,245.0,224.0,273.0,266.0,242.0,204.0,202.0,0.0,3W,2024
2686,URWASHI ENTERPRISES,21.0,37.0,31.0,26.0,35.0,30.0,34.0,53.0,79.0,97.0,90.0,95.0,628.0,3W,2024
2687,USHASONS AUTO COMPONENTS,0.0,1.0,6.0,7.0,6.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,31.0,3W,2024
2688,UTTAM CONSTRUCTION EQUIPMENTS,13.0,15.0,12.0,22.0,10.0,14.0,10.0,8.0,18.0,13.0,12.0,25.0,172.0,3W,2024
2689,VAHAK FUTURE SOLUTIONS LLP,1.0,33.0,1.0,4.0,1.0,48.0,1.0,3.0,1.0,4.0,1.0,3.0,101.0,3W,2024
2690,VALDO TRACTORS PVT LTD,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3W,2024
2691,VANDANA TRAILERS AND BODY MFG PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3W,2024
2692,VANI ELECTRIC VEHICLES PVT LTD,619.0,578.0,680.0,517.0,653.0,668.0,806.0,763.0,748.0,727.0,582.0,480.0,0.0,3W,2024
2693,VASHAN AGRICULTURE WORKS,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,8.0,3W,2024
2694,VEANCO AUTOMOTIVES PVT LTD,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3W,2024
2695,VE COMMERCIAL VEHICLES LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2696,VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),49.0,26.0,50.0,33.0,42.0,31.0,37.0,69.0,43.0,89.0,43.0,65.0,577.0,3W,2024
2697,VECTRA ADVANCED ENGINEERING (P) LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3W,2024
2698,VEECTERO E VEHICLES LLP,22.0,10.0,4.0,6.0,8.0,7.0,2.0,5.0,4.0,7.0,5.0,11.0,91.0,3W,2024
2699,VEERA VAHANA UDYOG PRIVATE LIMITED,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,16.0,3W,2024
2700,VEERA VIDYUTH VAHANA PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,3W,2024
2701,VEERBHADRA ENGINEERING WORKS,1.0,2.0,0.0,1.0,3.0,6.0,1.0,0.0,8.0,1.0,0.0,8.0,31.0,3W,2024
