sl.no,Maker,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,     TOTAL     ,vehicle_type,year
1837,JIANGSU ZHONGXING (IMPORTER: CAL-ON INDUSTRIES),0,0,0,0,0,0,0,0,0,0,0,1,1,3W,2024
1838,JINDAL ELECTRIC VEHICLES,0,0,0,0,0,0,0,0,0,0,0,2,2,3W,2024
1839,JITENDRA NEW EV-TECH PVT. LTD,136,98,254,44,53,53,49,42,37,64,72,37,939,3W,2024
1840,JITENDRA TEMPO PARTS,52,43,41,31,52,53,66,65,56,61,39,52,611,3W,2024
1841,JIWAN AGRICULTURAL IMPLEMENTS WORKSHOP CIS LTD,0,2,1,1,2,0,1,1,2,0,0,1,11,3W,2024
1842,J K AGRO INDUSTRIES,3,6,3,2,2,6,0,5,4,4,1,0,36,3W,2024
1843,J K AMO-PAPERS & CO,0,0,0,0,0,1,0,0,0,0,0,0,1,3W,2024
1844,JMSSP AGRO INDUSTRIES PVT LTD,3,7,6,4,10,2,8,10,6,1,3,6,66,3W,2024
1845,JMT VEHICLES PVT LTD,206,172,159,215,216,188,214,286,212,283,214,236,"2,601",3W,2024
1846,JOHN DEERE INDIA PVT LTD(CROP SOLUTION DIV),0,0,0,0,2,0,1,0,0,0,0,0,3,3W,2024
1847,JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),"5,766","5,936","5,670","4,794","5,170","5,540","6,271","5,338","4,862","5,912","5,999","6,370","67,628",3W,2024
1848,JOYRAM STEEL FABRICATION WORKS,0,0,0,1,0,1,1,0,2,0,0,2,7,3W,2024
1849,J P AUTO TECH,1,6,1,2,8,3,8,14,13,11,15,9,91,3W,2024
1850,J S AGRO INDUSTRIES,4,10,3,3,5,6,1,7,12,7,0,6,64,3W,2024
1851,J. S. AGRO INDUSTRIES,0,0,0,1,2,0,0,1,1,1,0,0,6,3W,2024
1852,J. S. AUTO (P) LTD,888,963,"1,024",788,957,973,950,"1,091",987,954,969,"1,038","11,582",3W,2024
1853,JS MOBILEON PVT LTD,64,69,79,106,82,118,156,122,128,114,75,81,"1,194",3W,2024
1854,JSW MG MOTOR INDIA PVT LTD,"4,542","3,916","3,794","4,267","4,474","3,842","4,114","4,117","3,068","5,903","5,233","5,687","52,957",3W,2024
1855,JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),10,5,4,4,3,2,7,8,4,2,4,7,60,3W,2024
1856,JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),20,12,20,17,8,14,8,9,6,18,9,3,144,3W,2024
1857,JUNENG MOTORCYCLE (IMPORTER: JHEV MOTORS PVT LTD),0,6,10,12,9,3,11,6,15,10,5,13,100,3W,2024
1858,JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),1,6,2,2,3,3,6,3,2,1,2,0,31,3W,2024
1859,KABIRA MOBILITY LLP,9,2,9,2,0,2,4,1,1,4,1,0,35,3W,2024
1860,KABMAX ELECTRIC AUTOMOBILES PVT. LTD,23,14,24,16,31,37,41,37,21,27,24,18,313,3W,2024
1861,KADESEETLA AASHIRWAD GP INDUSTRIES PVT LTD,0,0,1,0,3,0,0,1,0,0,1,0,6,3W,2024
1862,KAILASH WELDING WORK AP1913663560,0,0,0,0,1,0,0,0,0,0,0,0,1,3W,2024
1863,KAINING (HONGKONG) (IMPORTER: COMPTECH MOTOCORP),0,0,0,0,0,0,0,1,39,26,39,36,141,3W,2024
1864,KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),2,0,4,0,0,4,0,2,0,5,1,1,19,3W,2024
1865,KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),1,1,3,2,4,1,0,2,2,1,1,1,19,3W,2024
1866,KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),5,3,1,3,3,0,2,1,0,1,2,1,22,3W,2024
1867,KAINING (HONGKONG) (IMPORTER:RAILIES MOTO),0,0,0,0,0,0,1,3,0,0,0,1,5,3W,2024
1868,KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),1,1,0,0,0,0,0,0,0,0,0,0,2,3W,2024
1869,KAINING (HONGKONG) (IMPORTER: VOLTA EV PVT LTD),1,2,0,0,0,0,0,1,0,1,0,0,5,3W,2024
1870,KAISER WILLYS JEEP,0,0,0,1,0,0,0,0,1,0,0,0,2,3W,2024
1871,KAIZER ELECTRIC VEHICLES,0,0,0,0,0,0,0,0,0,0,0,3,3,3W,2024
1872,KAKKAR ELECTRIC AUTO PVT LTD,0,0,6,11,38,25,35,24,23,37,31,40,270,3W,2024
1873,KALINGA VENTURES INDIA PVT LTD,6,0,0,0,3,0,0,0,0,0,20,0,29,3W,2024
1874,KALPVRIKSH ELECTOMOBILES CO,8,19,58,42,33,21,27,15,18,7,14,4,266,3W,2024
1875,KAMAL COACH WORKS PVT LTD,0,1,0,2,0,0,0,0,0,0,0,0,3,3W,2024
1876,KAMAZ INDUSTRIES,0,2,22,2,2,4,10,0,5,28,20,7,102,3W,2024
1877,KANHA ELECTRIC VEHICLES,0,0,0,1,2,9,18,24,22,18,33,17,144,3W,2024
1878,KAPTECH INDIA PVT LTD,231,126,187,126,186,164,225,171,179,177,211,155,"2,138",3W,2024
1879,KAPURA PANCHAL ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,0,1,1,3W,2024
1880,KARCHER CLEANING SYSTEMS PVT LTD,0,0,0,0,0,0,2,0,0,0,0,0,2,3W,2024
1881,KARMA MECHANICAL WORKS,9,4,3,2,0,2,0,3,1,3,1,0,28,3W,2024
1882,KARTAR AGRO INDUSTRIES PVT LTD,78,106,170,109,194,117,102,103,155,188,160,206,"1,688",3W,2024
1883,KARTAR TRACTORS PRIVATE LIMITED,24,42,28,22,14,31,35,30,30,13,27,35,331,3W,2024
1884,KATYAYANI AUTOMOTIVE,0,0,0,0,0,0,2,1,1,0,1,0,5,3W,2024
1885,KCAS ELECTRIC VEHICLES PVT LTD,6,1,3,20,18,20,29,37,29,19,18,11,211,3W,2024
1886,K D AGRO INDUSTRIES,3,9,5,3,2,0,1,9,4,7,1,2,46,3W,2024
1887,KERALA AUTOMOBILES LIMITED,0,20,36,1,10,10,10,0,35,1,5,2,130,3W,2024
1888,KESAR ROAD EQUIPMENTS(I) PVT LTD,0,0,0,1,0,0,0,0,0,0,0,0,1,3W,2024
1889,KETO MOTORS PVT LTD,0,0,35,48,227,96,4,1,45,2,25,3,486,3W,2024
1890,KETRON ELECTRIC VEHICLES PVT LTD,0,0,0,1,0,0,0,0,0,0,4,14,19,3W,2024
1891,KGN,49,14,24,11,16,20,35,27,19,23,18,40,296,3W,2024
1892,KGN INDUSTRIES,63,86,55,32,67,86,116,121,78,53,68,93,918,3W,2024
1893,KHAGESWAR AUTO BUILDS WORKS GANJAM HALADIAPADAR,0,0,0,0,0,0,0,0,1,0,0,0,1,3W,2024
1894,"KHAGESWAR AUTO BUILD WORKS,HALADIAPADAR,BERHAMPUR,GANJAM",0,0,0,0,0,0,0,0,3,1,0,0,4,3W,2024
1895,KHALSAE-VEHICLES PVT LTD,811,684,744,623,823,850,946,873,887,910,686,675,"9,512",3W,2024
1896,KHAN ENGINEERING WORKS,4,3,6,4,0,0,4,1,2,4,2,6,36,3W,2024
1897,KHUSHI AGRO ENGINEERING,0,0,1,0,0,0,0,0,0,0,0,0,1,3W,2024
1898,KIA INDIA PRIVATE LIMITED,"19,547","20,921","20,096","19,811","19,397","16,825","19,436","19,307","16,062","29,811","19,122","17,893","2,38,228",3W,2024
1899,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,"1,116",870,"4,463",616,675,656,845,528,602,"1,614","1,260",781,"14,026",3W,2024
1900,KION INDIA PVT LTD,44,66,66,81,64,79,118,69,91,97,76,87,938,3W,2024
1901,KIRAN AGRO EQUIPMENTS,0,0,0,0,0,0,0,0,1,0,0,0,1,3W,2024
1902,KIRAN AUTOMOBILE INDUSTRY,6,5,5,1,11,21,22,20,10,38,19,27,185,3W,2024
1903,KIRTI SOLAR LTD,0,2,1,2,1,1,0,0,0,0,0,0,7,3W,2024
1904,KISAN ENGINEERING,0,0,0,0,0,0,0,1,0,0,0,0,1,3W,2024
1905,KISAN ENGINEERING WORKS,3,2,4,14,2,5,3,0,3,9,0,4,49,3W,2024
1906,KISAN ENGINEERING WORKS AP29391457,0,0,0,0,0,0,0,0,0,0,0,1,1,3W,2024
1907,KISSAN AGRO INDUSTRIES,3,0,2,2,1,1,0,3,2,1,0,0,15,3W,2024
1908,KISSNA ENGG WORKS,0,2,0,0,0,0,2,0,0,0,0,0,4,3W,2024
1909,KLB KOMAKI PVT LTD,302,214,262,214,314,328,403,511,481,354,405,348,"4,136",3W,2024
1910,KOMATSU INDIA PRIVATE LIMITED,0,2,1,0,0,0,3,0,0,0,0,1,7,3W,2024
1911,KOMATSU LTD JAPAN,6,3,0,3,1,3,0,0,2,4,0,3,25,3W,2024
1912,KPT INDUSTRIES LTD,1,0,0,0,0,2,0,1,0,0,1,0,5,3W,2024
1913,KPT MOTORS,0,4,4,1,6,5,5,4,7,11,20,14,81,3W,2024
1914,KRANTI AUTOMOBILES LTD,0,0,0,0,0,0,0,0,0,1,0,0,1,3W,2024
1915,KRAZ USSR RUSSIA,0,0,0,0,0,0,0,1,0,0,0,0,1,3W,2024
1916,KRISHNA AGRO ENGI,0,0,0,0,1,0,0,0,0,1,0,0,2,3W,2024
1917,KRISHNA ENGINEERING WORKS,127,110,82,127,104,73,109,116,133,110,125,118,"1,334",3W,2024
1918,KRISHNA INDUSTRIES,1,1,1,0,1,0,0,0,0,2,0,0,6,3W,2024
1919,KRISHNA VEHICALS,22,9,9,24,13,6,8,11,14,8,4,5,133,3W,2024
1920,KRUP P,0,0,0,0,1,0,0,0,0,0,0,0,1,3W,2024
1921,KRUSHI KISAN TRAILORS,0,0,1,0,0,0,0,0,1,0,2,1,5,3W,2024
1922,KRUSHNA AGRO ENGINEERING WORKS,0,0,0,0,0,0,0,0,2,0,0,0,2,3W,2024
1923,K.S. AGRICULTURAL INDUSTRIES PVT. LTD,7,34,31,13,14,18,9,4,21,23,17,7,198,3W,2024
1924,K.S. AGROTECH  PVT LTD,16,5,14,13,20,16,7,19,9,6,16,25,166,3W,2024
1925,K. S. INDUSTRIES,0,1,4,0,3,0,0,0,0,0,0,0,8,3W,2024
1926,KSR SOLUTION (IMPORTER: KAWVELOCE MOTORS PVT LTD),0,0,0,0,0,0,0,7,0,2,1,1,11,3W,2024
1927,K T ENTERPRISES,22,22,12,14,6,6,10,28,32,46,3,14,215,3W,2024
1928,KTM MOTORRAD AG,0,0,0,0,0,0,0,0,0,0,0,2,2,3W,2024
1929,KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,"1,741","1,742","1,593","1,078","1,157","1,224","1,462","1,224","1,204","1,160","1,273","1,490","16,348",3W,2024
1930,KUKU AUTOMOTIVES,43,28,31,7,23,27,26,12,22,26,16,14,275,3W,2024
1931,KULAR AGRO WORKS,1,5,5,0,5,2,0,8,3,1,1,1,32,3W,2024
1932,KUMARAN ENGINEERING ENTERPRISES,0,0,0,0,0,0,11,26,21,60,59,42,219,3W,2024
1933,KUMAR ENGINEERING,211,239,233,146,113,102,62,0,10,5,2,1,"1,124",3W,2024
1934,KURUKSHETRA AUTOMOBILES (P) LTD.,0,1,0,0,0,0,0,0,0,0,0,0,1,3W,2024
1935,KUSHAL AGRO IND,8,11,4,2,0,0,9,2,0,0,2,0,38,3W,2024
1936,K. V. INDUSTRIES,2,6,0,4,0,2,5,6,5,3,2,0,35,3W,2024
1937,KYTE ENERGY PVT. LTD.,50,30,24,24,44,37,29,29,49,24,40,28,408,3W,2024
1938,LAKSHMI ENGINEERING WORKS,0,0,0,0,1,0,0,0,0,0,0,0,1,3W,2024
1939,LAKSHYA AUTO SALES CORPORATION,16,20,32,35,16,20,28,25,17,27,9,24,269,3W,2024
1940,LAKSHYA MOTORS,7,0,1,1,0,0,1,3,13,3,5,9,43,3W,2024
1941,LALA G E RICKSHAW AND SPARE PARTS,2,5,4,6,13,6,9,11,16,20,24,14,130,3W,2024
1942,LAL AGRO INDUSTRIES,1,1,2,0,1,0,0,0,1,0,0,1,7,3W,2024
1943,LAL CHAND AGRICULTURE WORKS,1,1,0,0,1,0,1,0,0,0,0,0,4,3W,2024
1944,LAMBORGHINI,0,0,0,0,0,0,0,1,0,0,0,0,1,3W,2024
1945,LAWAT MOTORS LLP,16,43,74,16,38,25,50,14,15,29,26,26,372,3W,2024
1946,LAXMI ENGINEERING WORKS,0,0,0,0,0,1,0,0,0,0,0,0,1,3W,2024
1947,LAXMI ENGINEERING WORKSHOP,1,0,0,0,2,0,0,0,0,0,0,0,3,3W,2024
1948,"LAXMI GOBINDA AGRO IND,BLS",2,7,6,5,3,1,0,0,0,0,0,0,24,3W,2024
1949,LAXMI GOVINDA AGRO INDUSTRIES BALASORE BALIA,0,0,0,0,0,0,0,0,0,0,1,3,4,3W,2024
1950,L B AGRO PRODUCTS,0,0,14,0,0,21,0,0,0,0,0,0,35,3W,2024
1951,LECTRIX E VEHICLES PVT LTD,"1,077",923,"1,267",592,744,880,900,668,758,"1,014","1,392",900,"11,115",3W,2024
1952,LEOPAN MOTORS PRIVATE LIMITED,1,0,1,2,1,0,0,0,1,1,1,5,13,3W,2024
1953,LEXUS MOTORS LTD,0,1,0,0,1,1,0,1,0,1,0,0,5,3W,2024
1954,LIEBHERR,1,1,1,0,1,2,0,0,0,0,0,0,6,3W,2024
1955,LIEBHERR INDIA PVT LTD,0,5,2,0,8,4,1,0,0,2,0,0,22,3W,2024
1956,LIMA VEHICLE GROUP(IMPORTER: ROUTE & MARS EV LLP),0,0,2,0,0,0,0,0,0,0,0,0,2,3W,2024
1957,LIMO AUTO CARE PVT LTD,0,0,0,0,0,2,3,1,5,8,7,2,28,3W,2024
1958,LIONIZE AUTOMOBILE PVT LTD,9,33,22,25,33,35,36,44,78,50,63,33,461,3W,2024
1959,LIUGONG INDIA PVT. LTD,69,86,85,90,91,72,58,56,59,75,74,73,888,3W,2024
1960,LOCAL TRAILER MANUFACTURER,"4,262","4,192","3,853","3,093","3,393","3,056","2,597","2,751","2,608","4,343","3,549","3,851","41,548",3W,2024
1961,LOHAKA INDUSTRIES PVT LTD,0,0,0,0,0,0,0,0,0,7,4,6,17,3W,2024
1962,LOHIA AUTO INDUSTRIES,99,130,121,102,102,103,103,112,114,141,100,94,"1,321",3W,2024
1963,LORDS AUTOMATIVE PVT LTD,0,0,0,0,0,0,0,1,1,0,1,1,4,3W,2024
1964,LORDS VEHICLE MFG PVT LTD,14,5,3,7,8,10,3,3,2,0,0,0,55,3W,2024
1965,LOTAY AGRO TECH,3,1,2,2,1,1,2,3,0,3,0,3,21,3W,2024
1966,LOTEY AGRICULTURE WORKS,0,1,2,1,0,0,2,1,3,1,2,0,13,3W,2024
1967,LOTEY INDUSTRY,0,0,0,0,0,3,3,1,0,1,2,0,10,3W,2024
1968,LOVEJEET AGRO INDUSTRY,1,0,0,0,0,0,0,0,0,0,0,0,1,3W,2024
1969,L & T CASE EQUIPMENT PVT LTD,1,3,2,1,0,0,0,2,0,0,0,0,9,3W,2024
1970,L&T CONSTRUCTION EQUIPMENT LIMITED,26,36,48,39,23,26,32,32,22,19,24,20,347,3W,2024
1971,L&T CONSTRUCTION MACHINERY LIMITED,1,0,0,0,0,0,0,0,0,0,0,0,1,3W,2024
1972,LUCKY INDUSTRIES,5,5,4,14,15,19,23,18,28,13,7,9,160,3W,2024
1973,LUXUS GREEN MOBILITY PVT LTD,0,0,0,0,0,0,0,0,0,1,2,5,8,3W,2024
1974,M2J E VAHAN PVT LTD,0,0,0,1,3,1,3,1,1,1,0,0,11,3W,2024
1975,MAAA MANASA TRAILOR WORKS,0,0,2,1,0,1,0,0,0,0,1,0,5,3W,2024
1976,MAA DURGA ELECTRIC MOTOR VEHICLE PVT LTD,4,3,2,0,1,1,0,4,0,1,0,0,16,3W,2024
1977,MAA ENGINEERING TRAILOR,4,15,4,7,4,6,0,0,1,0,0,0,41,3W,2024
1978,MAA KALPANA ENTERPRISE,25,27,45,38,38,27,29,19,38,28,39,23,376,3W,2024
1979,"MAA MANGALA ENTERPRISES,SNG",0,0,0,1,1,0,0,0,1,0,0,0,3,3W,2024
1980,"MAA MANGALA MOTORS & ENGG,RKL",0,0,1,0,0,1,0,1,0,0,0,0,3,3W,2024
1981,MAA SHAKTI EXIM PVT LTD,202,187,202,167,217,148,226,212,187,246,208,147,"2,349",3W,2024
1982,MAA TARINI ENGINEERING,1,3,3,0,0,0,2,1,1,2,1,0,14,3W,2024
1983,MAA TARINI ENGINEERING CUTTACK KANDARPUR,0,0,0,0,1,0,0,0,0,0,0,1,2,3W,2024
1984,MAC AUTO INDIA,49,108,18,16,142,53,8,25,28,16,78,120,661,3W,2024
1985,MAC INTERNATIONAL (IMPORTER:HONESTY),1,0,0,0,0,0,0,0,0,0,0,0,1,3W,2024
1986,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),0,8,7,4,1,3,4,3,0,4,6,5,45,3W,2024
1987,MAC INTERNATIONAL (IMPORTER: SUNDAK SOLAR),0,0,0,0,0,0,0,1,0,0,0,0,1,3W,2024
1988,MACNEILL ENGINEERING LIMITED,0,0,0,0,0,0,0,0,1,0,0,0,1,3W,2024
1989,MACONS EQUIPMENTS PVT LTD,0,0,1,0,0,0,0,1,0,0,0,0,2,3W,2024
1990,MADHU AUTOMOBILES LTD,3,0,2,1,1,2,3,0,0,0,0,0,12,3W,2024
1991,MAHABIR INDUSTRIES,0,2,0,1,0,1,0,0,0,0,0,0,4,3W,2024
1992,MAHAK TEEN UDYOG,0,0,0,0,0,0,0,7,12,28,32,41,120,3W,2024
1993,MAHALAXMI INDUSTRIES,0,0,0,0,0,0,0,0,0,3,0,0,3,3W,2024
1994,MAHAVIR AGRO EQUIPMENTS,0,0,0,0,0,0,0,2,0,0,0,0,2,3W,2024
1995,MAHAVIR TRACTOR AND IMPLEMENTS,1,0,0,0,0,0,41,54,47,83,110,72,408,3W,2024
1996,MAHESH ENGINEERING WORKS,0,0,0,1,0,0,0,1,0,0,0,0,2,3W,2024
1997,MAHI ENTERPRISES,1,0,0,0,0,0,0,0,0,0,0,0,1,3W,2024
1998,MAHINDRA DEFENCE SYSTEMS LTD,1,6,0,3,1,2,1,4,1,0,0,0,19,3W,2024
1999,MAHINDRA ELECTRIC MOBILITY LIMITED,14,13,13,7,3,10,3,4,2,5,3,6,83,3W,2024
2000,MAHINDRA GUJARAT TRACTOR LIMITED,0,0,0,0,1,0,0,0,0,0,0,0,1,3W,2024
2001,MAHINDRA LAST MILE MOBILITY LTD,"6,369","7,113","9,853","5,208","6,524","6,746","9,007","7,232","8,127","10,319","9,507","7,526","93,531",3W,2024
2002,MAHINDRA & MAHINDRA LIMITED,"65,791","59,755","60,010","57,998","53,209","53,007","57,589","57,616","53,188","88,148","66,346","54,686","7,27,343",3W,2024
2003,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),"16,467","14,126","14,486","11,038","13,103","13,302","16,267","12,227","11,016","11,239","14,704","18,237","1,66,212",3W,2024
2004,MAHINDRA & MAHINDRA LIMITED (TRACTOR),"20,492","17,499","17,941","12,658","15,924","16,338","18,437","16,195","14,777","14,800","19,531","24,300","2,08,892",3W,2024
2005,MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION,13,24,9,8,19,13,12,13,21,41,22,17,212,3W,2024
2006,MAHTAB BODY MAKER,100,93,88,81,62,71,84,92,97,93,87,59,"1,007",3W,2024
2007,MALAK TECHNO PVT LTD,16,11,7,3,4,7,2,5,3,8,3,3,72,3W,2024
2008,MALI ENTERPRISES PVT LTD,0,1,0,1,0,0,0,1,9,9,8,3,32,3W,2024
2009,MALKIT AGRO TECH PVT. LTD,49,84,124,75,41,26,29,52,62,52,76,45,715,3W,2024
2010,MANDEEP ENGINEERING WORKS,7,5,2,0,0,0,0,0,0,0,0,0,14,3W,2024
2011,MANIRAM ELECTRIC VEHICLE PVT LTD,86,112,103,120,118,90,120,108,123,107,87,83,"1,257",3W,2024
2012,MANISH EV INTERNATIONAL PRIVATE LIMITED,53,39,19,22,21,13,24,17,15,10,9,15,257,3W,2024
2013,MANITA CITY MOTORS LLP,177,156,164,151,196,211,192,268,234,199,225,191,"2,364",3W,2024
2014,MANITOU EQUIPMENT INDIA PVT LTD,42,55,62,50,55,33,35,41,48,43,44,38,546,3W,2024
2015,MANKU AGRO TECH PVT LTD,122,254,335,146,154,57,63,90,132,139,154,136,"1,782",3W,2024
2016,MANKU AGRO TECH. PVT. LTD.,0,0,0,0,0,0,0,0,1,0,0,0,1,3W,2024
2017,MANMOHAN KAUR,19,13,7,11,11,2,2,4,3,3,1,2,78,3W,2024
2018,MANOJ ENGINEERING WORKS,0,0,0,0,0,0,1,0,2,0,1,0,4,3W,2024
2019,MANPREET AGRO INDUSTRIES,2,1,0,0,0,0,3,0,0,0,0,0,6,3W,2024
2020,MAN TRUCKS INDIA PVT. LTD.,0,0,0,0,0,0,3,0,0,0,0,0,3,3W,2024
2021,MARATHWADA QUALITY TRAILER,2,0,0,1,1,0,1,0,0,9,3,1,18,3W,2024
2022,MARCEL BOSCHUNG (IMPORTER:KAM-AVIDA ENVIRO),0,0,0,0,0,0,0,0,0,0,0,5,5,3W,2024
2023,MARKUS,5,6,4,12,0,5,2,1,8,5,4,3,55,3W,2024
2024,MARSHAL MOTORS,0,0,1,0,0,0,0,0,0,0,0,0,1,3W,2024
2025,MARTHWADA TRALIOR,2,1,0,0,0,0,0,1,0,0,0,1,5,3W,2024
2026,MARUTHISAN PVT LTD,18,18,21,4,10,15,4,5,9,5,7,27,143,3W,2024
2027,MARUTI BHIWANI E AUTOMOBILES,0,0,0,0,0,0,0,0,1,7,10,13,31,3W,2024
2028,MARUTI INDUSTRIES,0,0,0,0,0,0,0,2,1,2,0,0,5,3W,2024
2029,MARUTI SUZUKI INDIA LTD,"1,79,695","1,36,454","1,31,839","1,42,555","1,26,643","1,18,817","1,35,982","1,30,578","1,19,003","2,08,598","1,33,894","1,21,411","16,85,469",3W,2024
2030,MARUTI UDYOG LTD,27,38,28,29,19,25,12,7,3,12,5,3,208,3W,2024
2031,MASERATI S.P.A,0,1,0,1,1,1,2,2,1,2,4,1,16,3W,2024
2032,MASTO INDUSTRIES PVT LTD,0,0,0,0,0,0,1,3,2,6,0,3,15,3W,2024
2033,MATHARU ENGINEERING AGRI WORKS,7,8,5,5,2,3,0,1,4,4,1,2,42,3W,2024
2034,MATHARU ENGINEERING WORKS,0,4,6,3,0,0,2,4,6,5,1,0,31,3W,2024
2035,MATTER MOTOR WORKS PVT LTD,0,0,0,0,0,0,0,0,0,16,7,1,24,3W,2024
2036,MAULIRAJ INDUSTRIES LLP,0,0,1,0,0,0,0,0,0,0,0,0,1,3W,2024
2037,MAURYA MOTORS PVT LTD,0,0,0,0,1,0,0,0,0,0,0,0,1,3W,2024
2038,MAYUR ENGINEERING MAYURBHANJ BARIPADA,0,0,0,0,0,0,0,0,0,0,2,2,4,3W,2024
2039,"MAYUR ENTERPRISES,BARIPADA",5,4,7,4,2,0,8,3,1,6,2,0,42,3W,2024
2040,MB AGRO INDUSTRIES,11,5,2,1,1,0,0,0,2,0,0,0,22,3W,2024
2041,MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),1,1,2,0,2,1,4,0,1,3,3,1,19,3W,2024
2042,MD RASUL ENGG WORKS,0,0,0,0,0,0,0,0,0,0,0,1,1,3W,2024
2043,MECPOWER MOBILITY PVT. LTD.,14,1,37,13,19,22,45,28,9,4,41,7,240,3W,2024
2044,MEHAR AGRO ENGINEERING,0,0,1,0,0,0,0,0,0,0,0,0,1,3W,2024
2045,MERCEDES -BENZ AG,130,97,120,182,109,89,79,88,154,158,129,123,"1,458",3W,2024
2046,MERCEDES-BENZ INDIA PVT LTD,"1,336","1,242","1,495","1,434","1,142","1,113","1,183","1,235","1,233","1,753","1,323","1,391","15,880",3W,2024
2047,MERCURY EV TECH LTD,0,0,0,0,0,0,0,3,5,0,0,2,10,3W,2024
2048,METAL PRESSING & ENGG WORKS,0,0,0,0,0,0,0,0,0,0,1,0,1,3W,2024
2049,MEW ELECTRICALS LIMITED,3,1,1,0,0,1,0,0,0,0,1,0,7,3W,2024
2050,M G INDUSTRIES,5,18,12,3,3,6,6,2,0,9,4,1,69,3W,2024
2051,M H AGRICULTURE WORKS,1,2,3,2,1,1,1,1,3,3,0,1,19,3W,2024
2052,MICROAUTOTECH PVT. LTD.,0,0,1,1,0,0,0,0,0,0,1,0,3,3W,2024
2053,MILLENNIAL MOTORS LLP,0,6,4,0,0,0,0,0,0,0,0,0,10,3W,2024
2054,MINI METRO EV L.L.P,"1,115","1,154","1,162",962,"1,318","1,296","1,433","1,338","1,175","1,384","1,227","1,197","14,761",3W,2024
2055,MIRAKLE 5 AUTOMOBILES PVT LTD,3,3,2,2,1,1,0,3,0,0,2,0,17,3W,2024
2056,MITSUBISHI MOTORS CORPORATION,0,0,1,0,0,0,0,0,0,0,0,0,1,3W,2024
2057,M K BROTHERS,2,0,0,1,6,0,5,6,11,5,15,6,57,3W,2024
2058,M.K. ENTERPRISES,88,92,72,97,106,86,107,112,112,97,121,99,"1,189",3W,2024
2059,MK POWER AND E MOBILITY,0,0,0,0,0,5,0,0,0,0,0,0,5,3W,2024
2060,MLR AUTO LTD,219,268,429,336,392,466,502,478,536,680,592,438,"5,336",3W,2024
2061,MODERN  AGRO  INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,1,3W,2024
2062,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),7,9,7,2,2,1,2,0,1,0,0,0,31,3W,2024
2063,MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,0,0,1,0,5,0,0,0,0,2,0,0,8,3W,2024
2064,MOHAN GENERAL TRADING COMPANY,3,0,2,4,2,11,9,3,2,3,2,1,42,3W,2024
2065,MOMU AUTOMOTIVE,0,0,29,29,44,54,51,34,55,35,27,54,412,3W,2024
2066,MONA GREEN AUTOMOBILES PVT LTD,0,0,0,0,0,0,2,5,7,11,2,7,34,3W,2024
2067,MONDAL ENGINEERING WORKSHOP,0,0,0,0,0,0,0,0,0,0,0,2,2,3W,2024
2068,MONDAL TRADING,2,10,8,4,3,2,9,16,42,19,25,23,163,3W,2024
2069,MOON AGRICULTURE & FABRICATION WORKS,0,2,0,0,0,0,0,0,0,0,0,0,2,3W,2024
2070,MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),0,0,0,0,0,0,0,0,0,32,10,11,53,3W,2024
2071,MORRIS MOTORS LTD,0,0,0,0,0,0,0,0,0,0,1,0,1,3W,2024
2072,MOTOVOLT MOBILITY PVT LTD,0,0,3,4,3,0,3,95,54,49,48,51,310,3W,2024
2073,MOVE STONE SERVICES PVT LTD,263,296,341,241,313,311,464,528,448,404,337,287,"4,233",3W,2024
2074,M S AGRO INDUSTRIES,0,0,2,0,2,1,1,3,0,1,0,0,10,3W,2024
2075,"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",5,4,9,12,10,5,4,3,1,2,1,2,58,3W,2024
2076,"M/S AKRITI,BAMRA",0,0,0,1,0,0,0,0,0,0,0,0,1,3W,2024
2077,MS ANUP ENTERPRISES TRAILER SNG,0,0,0,0,0,0,0,0,0,1,2,0,3,3W,2024
2078,M/S ASHOKA INDUSTRIES,1,1,1,0,0,0,0,1,0,0,0,1,5,3W,2024
2079,M/S BHARAT TRAILER AND AGRO WORKS,0,0,0,0,0,0,0,0,1,0,0,0,1,3W,2024
