vehicle_type,Maker,date,year,month,registrations,registrations_last_year,YoY_growth_%,quarter,year_quarter,year_quarter_quarterly,registrations_last_quarter,QoQ_growth_%
2W,WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,WUXI TENGHUI (IMPORTER: JAIDKA POWER),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,WUXI TENGHUI (IMPORTER: REMARK ELECTRIC),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),2023-01-01 00:00:00,2023,1,14,,,1,2023-Q1,2023-Q1,,
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FRANKLIN EV),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,WUXI TOURWE (IMPORTER: GOREEN E-MOBILITY),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),2023-01-01 00:00:00,2023,1,3,,,1,2023-Q1,2023-Q1,,
2W,YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),2023-01-01 00:00:00,2023,1,2,,,1,2023-Q1,2023-Q1,,
2W,YANGGUANG LINGMU (IMPORTER: ECOINDIA),2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
2W,YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),2023-01-01 00:00:00,2023,1,4,,,1,2023-Q1,2023-Q1,,
2W,YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
2W,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),2023-01-01 00:00:00,2023,1,6,,,1,2023-Q1,2023-Q1,,
2W,ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),2023-01-01 00:00:00,2023,1,2,,,1,2023-Q1,2023-Q1,,
2W,ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),2023-01-01 00:00:00,2023,1,5,,,1,2023-Q1,2023-Q1,,
2W,ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),2023-01-01 00:00:00,2023,1,41,,,1,2023-Q1,2023-Q1,,
2W,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),2023-01-01 00:00:00,2023,1,2,,,1,2023-Q1,2023-Q1,,
2W,ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),2023-01-01 00:00:00,2023,1,4,,,1,2023-Q1,2023-Q1,,
2W,ZHEJIANG QIANJIANG (IMPORTER: ADISHWAR AUTO),2023-01-01 00:00:00,2023,1,5,,,1,2023-Q1,2023-Q1,,
2W,ZHEJIANG TIANYING  (IMPORTER: NEWTRON ELECTRIC),2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,3EV INDUSTRIES PVT LTD,2023-01-01 00:00:00,2023,1,60,,,1,2023-Q1,2023-Q1,,
3W,3S INDUSTRIES PRIVATE LIMITED,2023-01-01 00:00:00,2023,1,6,,,1,2023-Q1,2023-Q1,,
3W,A K AUTTO ELECTRICAL,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,A K GUPTA & CO.,2023-01-01 00:00:00,2023,1,28,,,1,2023-Q1,2023-Q1,,
3W,A P I MOTORS PVT LTD,2023-01-01 00:00:00,2023,1,99,,,1,2023-Q1,2023-Q1,,
3W,A.V.AUTOMOTIVES PVT LTD,2023-01-01 00:00:00,2023,1,72,,,1,2023-Q1,2023-Q1,,
3W,AADHYA ENTERPRISES,2023-01-01 00:00:00,2023,1,40,,,1,2023-Q1,2023-Q1,,
3W,AADITYA GARBAGE PRODUCTS PVT LTD,2023-01-01 00:00:00,2023,1,6,,,1,2023-Q1,2023-Q1,,
3W,AAHANA COMMERCE PVT LTD,2023-01-01 00:00:00,2023,1,38,,,1,2023-Q1,2023-Q1,,
3W,AARGEE ELECTRIC,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ACCRETION POWER AUTOS,2023-01-01 00:00:00,2023,1,36,,,1,2023-Q1,2023-Q1,,
3W,ADAPT MOTORS PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ADIDEV TECHNOA PVT LTD,2023-01-01 00:00:00,2023,1,39,,,1,2023-Q1,2023-Q1,,
3W,ADITYA ENTERPRISES,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ADITYA SAI INDUSTRIES,2023-01-01 00:00:00,2023,1,10,,,1,2023-Q1,2023-Q1,,
3W,ADM TECHNOLOGIES PVT. LTD.,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,AJAY MOTORS PRIVATE LIMITED,2023-01-01 00:00:00,2023,1,13,,,1,2023-Q1,2023-Q1,,
3W,AKG INTERNATIONAL,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ALBEDO VISION PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ALLENTTI MOTORS PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ALLFINE INDUSTRIES PVT LTD,2023-01-01 00:00:00,2023,1,681,,,1,2023-Q1,2023-Q1,,
3W,ALTIER ELECTRIC VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,174,,,1,2023-Q1,2023-Q1,,
3W,ALTIGREEN PROPULSION LABS PVT LTD,2023-01-01 00:00:00,2023,1,91,,,1,2023-Q1,2023-Q1,,
3W,ALTIUS TECHNOLOGIES,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,AMAN AUTOMOBILES,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,AMAN ELECTRIC VEHICLES,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,AMBIKA ENTERPRISES,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,AMBIKA INDUSTRIES,2023-01-01 00:00:00,2023,1,87,,,1,2023-Q1,2023-Q1,,
3W,ANJALI AUTO COMPONENTS,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ANJALI TRADERS,2023-01-01 00:00:00,2023,1,4,,,1,2023-Q1,2023-Q1,,
3W,ANKUSH AUTO DEALS,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,APARNA INDUSTRIES,2023-01-01 00:00:00,2023,1,11,,,1,2023-Q1,2023-Q1,,
3W,APM AUTO SALES,2023-01-01 00:00:00,2023,1,45,,,1,2023-Q1,2023-Q1,,
3W,APSARA ENTERPRISE,2023-01-01 00:00:00,2023,1,29,,,1,2023-Q1,2023-Q1,,
3W,ARCHIT ENTERPRISES,2023-01-01 00:00:00,2023,1,71,,,1,2023-Q1,2023-Q1,,
3W,ARD EXIM,2023-01-01 00:00:00,2023,1,6,,,1,2023-Q1,2023-Q1,,
3W,ARNA ELECTRIC AUTO PVT LTD,2023-01-01 00:00:00,2023,1,25,,,1,2023-Q1,2023-Q1,,
3W,ARROW AUTOMOTIVE,2023-01-01 00:00:00,2023,1,218,,,1,2023-Q1,2023-Q1,,
3W,ASHA IMPEX,2023-01-01 00:00:00,2023,1,4,,,1,2023-Q1,2023-Q1,,
3W,ASHLESHA POWER CONTROLS PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ASHMA-MOTORS PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ATTOLENT AUTO GROUP PVT LTD,2023-01-01 00:00:00,2023,1,55,,,1,2023-Q1,2023-Q1,,
3W,ATUL AUTO LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ATUL GREENTECH PRIVATE LIMITED,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ATUT SANGAM,2023-01-01 00:00:00,2023,1,156,,,1,2023-Q1,2023-Q1,,
3W,AUTOECO GREEN ENERGY PVT LTD,2023-01-01 00:00:00,2023,1,24,,,1,2023-Q1,2023-Q1,,
3W,AUTOHAUS PRIVATE LIMITED,2023-01-01 00:00:00,2023,1,16,,,1,2023-Q1,2023-Q1,,
3W,AUTOLITE (INDIA) LIMITED,2023-01-01 00:00:00,2023,1,3,,,1,2023-Q1,2023-Q1,,
3W,AVL ELECTRIC VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,186,,,1,2023-Q1,2023-Q1,,
3W,AVON CYCLE LTD INDIA,2023-01-01 00:00:00,2023,1,7,,,1,2023-Q1,2023-Q1,,
3W,AVON CYCLES LTD,2023-01-01 00:00:00,2023,1,69,,,1,2023-Q1,2023-Q1,,
3W,B24 ROKET EV,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,BABA E-VEHICLES,2023-01-01 00:00:00,2023,1,67,,,1,2023-Q1,2023-Q1,,
3W,BAGHWAN RIKSHAW UDYOG,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,BAJAJ AUTO LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,BAJAJ IMPLEMENTS PVT. LTD,2023-01-01 00:00:00,2023,1,40,,,1,2023-Q1,2023-Q1,,
3W,BAL GOPAL WHEELS PVT LTD,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,BALAJI TRADING COMPANY,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,BALAN ENGINEERING PVT LTD,2023-01-01 00:00:00,2023,1,2,,,1,2023-Q1,2023-Q1,,
3W,BALI AUTO INDUSTRIES,2023-01-01 00:00:00,2023,1,37,,,1,2023-Q1,2023-Q1,,
3W,BAXY LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,BENTINCK INDUSTRIES PVT. LTD.,2023-01-01 00:00:00,2023,1,39,,,1,2023-Q1,2023-Q1,,
3W,BEST WAY AGENCIES PVT LTD,2023-01-01 00:00:00,2023,1,515,,,1,2023-Q1,2023-Q1,,
3W,BESTWAY AGENCIES PVT LTD,2023-01-01 00:00:00,2023,1,12,,,1,2023-Q1,2023-Q1,,
3W,BESTWAY BANARASH,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,BHADAURIA ENTERPRISES,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,BHARAT MANUFACTURING & ASSEMBLING E RIKSHA,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,BHAVE ELECTRIC VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,121,,,1,2023-Q1,2023-Q1,,
3W,BHM INDUSTRIES,2023-01-01 00:00:00,2023,1,81,,,1,2023-Q1,2023-Q1,,
3W,BIG BULL TRADER PVT LTD,2023-01-01 00:00:00,2023,1,21,,,1,2023-Q1,2023-Q1,,
3W,BIJNOR ENTERPRISES,2023-01-01 00:00:00,2023,1,19,,,1,2023-Q1,2023-Q1,,
3W,BRIGHT AUTOZONE PVT LTD,2023-01-01 00:00:00,2023,1,306,,,1,2023-Q1,2023-Q1,,
3W,BRIGHT METAL WORKS,2023-01-01 00:00:00,2023,1,11,,,1,2023-Q1,2023-Q1,,
3W,C M OVERSEAS,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,CAPITAL AUTO INDUSTRIES,2023-01-01 00:00:00,2023,1,152,,,1,2023-Q1,2023-Q1,,
3W,CARREE YUNUS VEHICLE PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,CART INDIA,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,CEEON INDIA,2023-01-01 00:00:00,2023,1,44,,,1,2023-Q1,2023-Q1,,
3W,CHAMPION POLY PLAST,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,CHARUVIKRAM AUTOMOBILE PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,CHAUHAN AUTO INDUSTRIES,2023-01-01 00:00:00,2023,1,68,,,1,2023-Q1,2023-Q1,,
3W,CHEHAK BATTERIES,2023-01-01 00:00:00,2023,1,16,,,1,2023-Q1,2023-Q1,,
3W,CITADEL ENTERPRISES(OPC) PVT LTD,2023-01-01 00:00:00,2023,1,4,,,1,2023-Q1,2023-Q1,,
3W,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,2023-01-01 00:00:00,2023,1,68,,,1,2023-Q1,2023-Q1,,
3W,CONTINENTAL ENGINES PVT LTD,2023-01-01 00:00:00,2023,1,426,,,1,2023-Q1,2023-Q1,,
3W,CYRUS AUTO INDUSTRIES PVT LTD,2023-01-01 00:00:00,2023,1,6,,,1,2023-Q1,2023-Q1,,
3W,D S INDUSTRIES,2023-01-01 00:00:00,2023,1,10,,,1,2023-Q1,2023-Q1,,
3W,DAKSH INDUSTRIES,2023-01-01 00:00:00,2023,1,365,,,1,2023-Q1,2023-Q1,,
3W,DASHMESH TRADERS,2023-01-01 00:00:00,2023,1,3,,,1,2023-Q1,2023-Q1,,
3W,DAVE EXIM PVT LTD,2023-01-01 00:00:00,2023,1,14,,,1,2023-Q1,2023-Q1,,
3W,DD AUTO PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,DE EUSI MOTORS PVT LTD.,2023-01-01 00:00:00,2023,1,62,,,1,2023-Q1,2023-Q1,,
3W,DEEP DRAWN TECHNOLOGIES,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,DELTA AUTOCORP LTD,2023-01-01 00:00:00,2023,1,151,,,1,2023-Q1,2023-Q1,,
3W,DELTEK ENTERPRISES PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,DEVAM ELECTRIC VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,DHAR IN PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,DHAR INTERNATIONAL,2023-01-01 00:00:00,2023,1,2,,,1,2023-Q1,2023-Q1,,
3W,DIAMOND E VEHICLES,2023-01-01 00:00:00,2023,1,55,,,1,2023-Q1,2023-Q1,,
3W,DILLI ELECTRIC AUTO PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,DIVANSU AUTOMOBILES LTD,2023-01-01 00:00:00,2023,1,14,,,1,2023-Q1,2023-Q1,,
3W,DIVYA ENTERPRISES,2023-01-01 00:00:00,2023,1,91,,,1,2023-Q1,2023-Q1,,
3W,DSF INDUSTRIES PVT LTD,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,DSR EV MOBILITY PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,DUKE AUTO INDIA,2023-01-01 00:00:00,2023,1,62,,,1,2023-Q1,2023-Q1,,
3W,DYS IMPEX PRIVATE LIMITED,2023-01-01 00:00:00,2023,1,25,,,1,2023-Q1,2023-Q1,,
3W,E ROYCE MOTORS INDIA PVT LTD,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,E-ASHWA AUTOMOTIVE PVT LTD,2023-01-01 00:00:00,2023,1,29,,,1,2023-Q1,2023-Q1,,
3W,E-GURU AUTO ENERGY,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,E-MOTION AUTOMOTIVE INDUSTRY LLP,2023-01-01 00:00:00,2023,1,21,,,1,2023-Q1,2023-Q1,,
3W,EBUZZ MOBILITY LLP,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ECO DYNAAMIC EQUIPMENTS,2023-01-01 00:00:00,2023,1,2,,,1,2023-Q1,2023-Q1,,
3W,ECO SMART VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,45,,,1,2023-Q1,2023-Q1,,
3W,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,EDMRC MANNSCHAFT LLP,2023-01-01 00:00:00,2023,1,7,,,1,2023-Q1,2023-Q1,,
3W,EEVEE ENGINEERING PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,EFEV CHARGING SOLUTION PVT LTD,2023-01-01 00:00:00,2023,1,24,,,1,2023-Q1,2023-Q1,,
3W,ELECTRA INTERNATIONAL,2023-01-01 00:00:00,2023,1,3,,,1,2023-Q1,2023-Q1,,
3W,ELECTROTECH TRANSMISSION PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ELECTROTHERM (INDIA) LIMITED,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ELEPHANTA INDUSTRIES PVT LTD,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,ELITE AUTO ENGINEERS PVT LTD,2023-01-01 00:00:00,2023,1,95,,,1,2023-Q1,2023-Q1,,
3W,ENERGY ELECTRIC VEHICLES,2023-01-01 00:00:00,2023,1,602,,,1,2023-Q1,2023-Q1,,
3W,ENGINIA VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ENTICE IMPEX PVT LTD,2023-01-01 00:00:00,2023,1,21,,,1,2023-Q1,2023-Q1,,
3W,EPOWER VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,2,,,1,2023-Q1,2023-Q1,,
3W,ERISHA E MOBILITY PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,ETRIO AUTOMOBILES PVT LTD,2023-01-01 00:00:00,2023,1,3,,,1,2023-Q1,2023-Q1,,
3W,EULER MOTORS PVT LTD,2023-01-01 00:00:00,2023,1,66,,,1,2023-Q1,2023-Q1,,
3W,EVBHARAT RANGE PRIVATE LIMITED,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,EVCO AUTOMOBILES PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,EVERVE MOTORS PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,EVEX AUTO INDIA PVT LTD,2023-01-01 00:00:00,2023,1,17,,,1,2023-Q1,2023-Q1,,
3W,EXIDE INDUSTRIES LTD,2023-01-01 00:00:00,2023,1,139,,,1,2023-Q1,2023-Q1,,
3W,EXTRA FAST SOLUTIONS,2023-01-01 00:00:00,2023,1,21,,,1,2023-Q1,2023-Q1,,
3W,EXTREME MOTORS,2023-01-01 00:00:00,2023,1,24,,,1,2023-Q1,2023-Q1,,
3W,FEDE INDUSTRIES PVT LTD,2023-01-01 00:00:00,2023,1,47,,,1,2023-Q1,2023-Q1,,
3W,FIRST CHOICE ELECTRIC VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,48,,,1,2023-Q1,2023-Q1,,
3W,FITWEL MOBILITY PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,FIVE ELEMENTS,2023-01-01 00:00:00,2023,1,5,,,1,2023-Q1,2023-Q1,,
3W,FORCE MOTORS LIMITED,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,G & G AUTOMOTIVE,2023-01-01 00:00:00,2023,1,112,,,1,2023-Q1,2023-Q1,,
3W,G. M. VEHICLE INDUSTRIES,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,G.K E-VEHICLS INDUSTRIES PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,G.K. RICKSHAW PVT LTD,2023-01-01 00:00:00,2023,1,242,,,1,2023-Q1,2023-Q1,,
3W,GAGAN AUTOMOTIVES,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GALVANIC AUTO PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GAURI AUTO INDIA PVT. LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GAYATRI ELECTRIC VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,208,,,1,2023-Q1,2023-Q1,,
3W,GILL AGROTECH,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,GKON ELECTRIC MOTOR VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,85,,,1,2023-Q1,2023-Q1,,
3W,GOBIND INDUSTRIES PVT LTD,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,GODAWARI ELECTRIC MOTORS PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GODAWARI TECHNO SOLUTIONS PVT LTD,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,2023-01-01 00:00:00,2023,1,40,,,1,2023-Q1,2023-Q1,,
3W,GOLD HOFER,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GOPAL AUTO MOTORS PVT LTD,2023-01-01 00:00:00,2023,1,106,,,1,2023-Q1,2023-Q1,,
3W,GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,2023-01-01 00:00:00,2023,1,3,,,1,2023-Q1,2023-Q1,,
3W,GRD MOTORS,2023-01-01 00:00:00,2023,1,221,,,1,2023-Q1,2023-Q1,,
3W,GREEN EVOLVE PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GREEN IMPEX,2023-01-01 00:00:00,2023,1,33,,,1,2023-Q1,2023-Q1,,
3W,GREEN SHUTTLE TECHNOLOGY PVT LTD,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,GREEN STAR MOTORS,2023-01-01 00:00:00,2023,1,29,,,1,2023-Q1,2023-Q1,,
3W,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GREEN TECHNOLOGIES,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,GREEN VALLEY MOTORS,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,GREEN WAY ECO RIDE,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GREENETICS INDUSTRIES PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GREENFIT INDUSTRIES LLP,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GREENTECH AUTO LLP,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GREENWHEELS AUTOMOBILE PVT LTD,2023-01-01 00:00:00,2023,1,53,,,1,2023-Q1,2023-Q1,,
3W,GRINDIA G MOTORS PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,GURU JI WHEELS,2023-01-01 00:00:00,2023,1,9,,,1,2023-Q1,2023-Q1,,
3W,GURUKIRPA INDUSTRIES,2023-01-01 00:00:00,2023,1,9,,,1,2023-Q1,2023-Q1,,
3W,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,2023-01-01 00:00:00,2023,1,5,,,1,2023-Q1,2023-Q1,,
3W,HANUMAN UDYOG,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,HARSH TRADING CO,2023-01-01 00:00:00,2023,1,1,,,1,2023-Q1,2023-Q1,,
3W,HARSHVIE INDUSTRIES PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,HBSS E MOBILITY PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,HI-TECH INDUSTRIES,2023-01-01 00:00:00,2023,1,6,,,1,2023-Q1,2023-Q1,,
3W,HIM TEKNOFORGE LTD,2023-01-01 00:00:00,2023,1,77,,,1,2023-Q1,2023-Q1,,
3W,HINDUSTAN MOTOR CORPORATION,2023-01-01 00:00:00,2023,1,96,,,1,2023-Q1,2023-Q1,,
3W,HITECH  MECHANICAL WORKS,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,HOOGHLY MOTORS PVT LTD,2023-01-01 00:00:00,2023,1,206,,,1,2023-Q1,2023-Q1,,
3W,HOP MOTORS PVT LTD,2023-01-01 00:00:00,2023,1,47,,,1,2023-Q1,2023-Q1,,
3W,HOTAGE INDIA,2023-01-01 00:00:00,2023,1,720,,,1,2023-Q1,2023-Q1,,
3W,HOVEL CYLINDER PVT LTD,2023-01-01 00:00:00,2023,1,8,,,1,2023-Q1,2023-Q1,,
3W,HUNDA EV PVT LTD,2023-01-01 00:00:00,2023,1,0,,,1,2023-Q1,2023-Q1,,
3W,HUNDAL INDUSTRIES,2023-01-01 00:00:00,2023,1,94,,,1,2023-Q1,2023-Q1,,
3W,HYKON INDIA LTD,2023-01-01 00:00:00,2023,1,11,,,1,2023-Q1,2023-Q1,,
3W,INDIA SAFE ENTERPRISE,2023-01-01 00:00:00,2023,1,2,,,1,2023-Q1,2023-Q1,,
